Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
1:34619	 3124.0	1	  720.0	NaN	NaN	   50.7	 999.00	NaN	 999.00	  -0.60	   0.03	1	 1863.0	NaN	NaN	   44.7	 999.00	NaN	 999.00	  -0.55	   0.03	1	  520.0	NaN	NaN	   24.2	 999.00	NaN	 999.00	  -0.72	   0.03	0	   21.0	NaN	NaN	   13.8	   0.82	NaN	   1.37	  -0.97	   0.03	--------	-1	0.00	*
1:59114	  287.0	1	  117.0	NaN	NaN	   66.7	   7.68	NaN	   7.80	  -0.60	   0.00	1	   96.0	NaN	NaN	   47.7	   9.23	NaN	   9.30	  -0.67	   0.00	1	   55.0	NaN	NaN	   27.3	   5.58	NaN	   5.68	  -0.72	   0.00	0	   19.0	NaN	NaN	   18.5	  -0.02	NaN	   0.31	  -0.56	   0.00	--------	-1	0.00	*
1:173134	 1211.6	1	  122.1	NaN	NaN	   50.7	  17.12	NaN	  17.36	  -0.48	   0.00	1	  839.5	NaN	NaN	   41.8	 999.00	NaN	 999.00	  -0.58	   0.00	1	  232.6	NaN	NaN	   23.2	 143.10	NaN	 143.92	  -0.67	   0.00	0	   17.4	NaN	NaN	   13.8	   0.30	NaN	   0.79	  -0.43	   0.00	--------	-1	0.00	*
1:173282	 3003.4	1	  847.9	NaN	NaN	   50.7	 999.00	NaN	 999.00	  -0.63	   0.00	1	 1616.5	NaN	NaN	   41.8	 999.00	NaN	 999.00	  -0.60	   0.00	1	  534.4	NaN	NaN	   23.2	 999.00	NaN	 999.00	  -0.75	   0.00	0	    4.6	NaN	NaN	   13.8	  -0.03	NaN	   0.00	  -0.32	   0.00	--------	-1	0.00	*
10:148819	 1356.2	1	  456.0	NaN	NaN	   56.3	 242.40	NaN	 243.20	  -0.62	   0.06	1	  525.6	NaN	NaN	   40.6	 999.00	NaN	 999.00	  -0.55	   0.06	1	  299.7	NaN	NaN	   22.2	 219.54	NaN	 220.49	  -0.61	   0.06	1	   74.9	NaN	NaN	   17.3	  22.59	NaN	  24.05	  -0.55	   0.06	--------	-1	0.00	*
10:148877	 4229.8	1	  990.0	NaN	NaN	   56.5	 999.00	NaN	 999.00	  -0.62	   0.06	1	 1932.4	NaN	NaN	   41.0	 999.00	NaN	 999.00	  -0.62	   0.06	1	  926.3	NaN	NaN	   22.2	 999.00	NaN	 999.00	  -0.65	   0.06	1	  381.1	NaN	NaN	   17.3	 999.00	NaN	 999.00	  -0.78	   0.06	--------	-1	0.00	*
10:248850	  413.0	0	   70.0	NaN	NaN	   52.9	   1.79	NaN	   1.86	  -0.45	   0.41	1	  255.0	NaN	NaN	   40.0	 112.97	NaN	 113.32	  -0.74	   0.41	1	   73.0	NaN	NaN	   24.4	  14.56	NaN	  14.80	  -0.66	   0.41	0	   15.0	NaN	NaN	   19.7	  -0.10	NaN	   0.05	  -0.63	   0.41	--------	-1	0.00	*
10:251753	 1443.0	1	  769.0	NaN	NaN	   54.5	 999.00	NaN	 999.00	  -0.72	   0.07	1	  434.0	NaN	NaN	   38.0	 288.35	NaN	 288.91	  -0.72	   0.07	1	  209.0	NaN	NaN	   25.1	 113.26	NaN	 113.97	  -0.88	   0.07	0	   31.0	NaN	NaN	   18.4	   1.68	NaN	   2.33	  -0.57	   0.07	--------	-1	0.00	*
10:628223	  792.0	1	  341.0	NaN	NaN	   55.3	 146.22	NaN	 146.94	  -0.74	   0.15	1	  281.0	NaN	NaN	   32.8	 155.49	NaN	 155.93	  -0.84	   0.15	1	  147.0	NaN	NaN	   23.9	  63.41	NaN	  63.98	  -0.88	   0.15	0	   23.0	NaN	NaN	   16.0	   0.73	NaN	   1.24	  -0.71	   0.15	--------	-1	0.00	*
10:700258	  695.0	1	  189.0	NaN	NaN	   54.9	  44.34	NaN	  44.76	  -0.71	   0.09	1	  443.0	NaN	NaN	   32.8	 999.00	NaN	 999.00	  -0.76	   0.09	1	   57.0	NaN	NaN	   22.2	   9.18	NaN	   9.33	  -0.67	   0.09	0	    6.0	NaN	NaN	   15.5	  -0.03	NaN	   0.00	  -0.91	   0.09	--------	-1	0.00	*
11:27453	  740.0	1	  159.0	NaN	NaN	   55.8	  28.62	NaN	  28.95	  -0.69	   0.00	1	  469.0	NaN	NaN	   43.5	 300.67	NaN	 301.25	  -0.82	   0.00	1	  100.0	NaN	NaN	   28.6	  24.35	NaN	  24.72	  -0.69	   0.00	0	   12.0	NaN	NaN	   15.1	  -0.14	NaN	   0.09	  -0.55	   0.00	--------	-1	0.00	*
11:28249	  869.0	1	  271.0	NaN	NaN	   56.0	  93.21	NaN	  93.81	  -0.82	   0.17	1	  336.0	NaN	NaN	   40.7	 181.08	NaN	 181.58	  -0.74	   0.17	1	  252.0	NaN	NaN	   29.7	 138.15	NaN	 138.94	  -0.80	   0.17	0	   10.0	NaN	NaN	   15.5	  -0.07	NaN	   0.02	  -0.46	   0.17	--------	-1	0.00	*
11:75478	  412.0	1	  145.0	NaN	NaN	   57.4	  21.49	NaN	  21.77	  -0.70	   0.15	1	  204.0	NaN	NaN	   33.9	  86.47	NaN	  86.78	  -0.71	   0.15	1	   54.0	NaN	NaN	   22.5	   7.73	NaN	   7.87	  -0.66	   0.15	0	    9.0	NaN	NaN	   15.2	  -0.06	NaN	   0.01	  -1.04	   0.15	--------	-1	0.00	*
11:77154	  297.0	1	  129.0	NaN	NaN	   57.9	  14.94	NaN	  15.17	  -0.75	   0.33	1	   94.0	NaN	NaN	   32.6	  17.85	NaN	  17.96	  -0.66	   0.33	1	   61.0	NaN	NaN	   23.1	  10.17	NaN	  10.36	  -0.59	   0.33	0	   13.0	NaN	NaN	   16.3	  -0.13	NaN	   0.08	  -0.85	   0.33	--------	-1	0.00	*
11:98922	  717.0	1	  103.0	NaN	NaN	   52.5	   9.18	NaN	   9.34	  -0.68	   0.16	1	  477.0	NaN	NaN	   42.3	 314.02	NaN	 314.65	  -0.77	   0.16	1	  115.0	NaN	NaN	   26.6	  35.67	NaN	  36.11	  -0.78	   0.16	0	   22.0	NaN	NaN	   14.9	   0.77	NaN	   1.29	  -0.94	   0.16	--------	-1	0.00	*
11:177852	  420.0	1	  115.0	NaN	NaN	   51.2	  13.66	NaN	  13.88	  -0.68	   0.07	1	  245.0	NaN	NaN	   32.6	 123.59	NaN	 123.98	  -0.83	   0.07	1	   57.0	NaN	NaN	   21.8	   9.43	NaN	   9.60	  -0.70	   0.07	0	    3.0	NaN	NaN	   14.9	  -0.01	NaN	   0.00	  -0.63	   0.07	--------	-1	0.00	*
11:333898	  469.0	1	  158.0	NaN	NaN	   66.0	  21.18	NaN	  21.46	  -0.74	   0.18	1	  195.0	NaN	NaN	   32.6	  82.22	NaN	  82.51	  -0.80	   0.18	1	  103.0	NaN	NaN	   23.4	  32.77	NaN	  33.19	  -0.87	   0.18	0	   13.0	NaN	NaN	   19.1	  -0.08	NaN	   0.03	  -0.64	   0.18	--------	-1	0.00	*
12:71987	  430.0	1	  174.0	NaN	NaN	   62.7	  29.98	NaN	  30.35	  -0.83	   0.09	1	  158.0	NaN	NaN	   38.4	  46.45	NaN	  46.64	  -0.75	   0.09	1	   69.0	NaN	NaN	   28.3	   9.97	NaN	  10.15	  -0.75	   0.09	0	   29.0	NaN	NaN	   19.9	   0.90	NaN	   1.48	  -0.53	   0.09	--------	-1	0.00	*
12:227822	  401.0	1	  103.0	NaN	NaN	   55.0	   8.15	NaN	   8.28	  -0.73	   0.00	1	  197.0	NaN	NaN	   32.2	  84.73	NaN	  85.03	  -0.73	   0.00	1	   76.0	NaN	NaN	   22.9	  17.60	NaN	  17.89	  -0.76	   0.00	0	   25.0	NaN	NaN	   14.8	   1.41	NaN	   2.03	  -0.81	   0.00	--------	-1	0.00	*
12:349806	  608.0	1	  227.0	NaN	NaN	   73.6	  45.54	NaN	  45.97	  -0.63	   0.33	1	  231.0	NaN	NaN	   44.8	  84.93	NaN	  85.23	  -0.59	   0.33	1	  129.0	NaN	NaN	   32.1	  36.85	NaN	  37.30	  -0.58	   0.33	0	   21.0	NaN	NaN	   18.3	   0.12	NaN	   0.53	  -0.58	   0.33	--------	-1	0.00	*
12:426824	  321.0	1	  110.0	NaN	NaN	   55.7	   9.86	NaN	  10.04	  -0.76	   0.28	1	  131.0	NaN	NaN	   45.6	  24.26	NaN	  24.39	  -0.72	   0.28	1	   62.0	NaN	NaN	   29.5	   6.79	NaN	   6.91	  -0.75	   0.28	0	   18.0	NaN	NaN	   16.0	   0.10	NaN	   0.47	  -0.35	   0.28	--------	-1	0.00	*
12:447633	  132.0	0	   52.0	NaN	NaN	   50.1	   0.34	NaN	   0.38	  -0.59	   0.00	0	   28.0	NaN	NaN	   31.7	   0.11	NaN	   0.11	  -0.69	   0.00	0	   17.0	NaN	NaN	   22.9	   0.03	NaN	   0.04	  -0.89	   0.00	1	   35.0	NaN	NaN	   14.8	   4.43	NaN	   5.28	  -0.68	   0.00	--------	-1	0.00	*
12:536395	  318.0	1	  170.0	NaN	NaN	   52.2	  37.15	NaN	  37.55	  -0.74	   0.00	1	   79.0	NaN	NaN	   33.3	  10.81	NaN	  10.90	  -0.71	   0.00	1	   52.0	NaN	NaN	   24.1	   6.14	NaN	   6.25	  -0.74	   0.00	0	   17.0	NaN	NaN	   15.4	   0.06	NaN	   0.42	  -0.41	   0.00	--------	-1	0.00	*
