Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
10:515888	   45.0	0	   26.0	NaN	NaN	   24.6	   0.35	NaN	   0.38	  -0.57	   0.00	0	    1.0	NaN	NaN	    3.8	  -0.00	NaN	   0.01	  -4.00	   0.00	0	    4.0	NaN	NaN	    3.0	   0.42	NaN	   0.45	  -0.48	   0.00	0	   14.0	NaN	NaN	   16.9	   0.08	NaN	   0.10	  -0.50	   0.00	--------	-1	0.00	*
11:523817	   56.0	0	   28.0	NaN	NaN	   40.3	  -0.00	NaN	   0.01	  -0.69	   0.00	0	    3.0	NaN	NaN	    8.6	  -0.00	NaN	   0.00	  -3.43	   0.00	0	    8.0	NaN	NaN	    5.7	   0.61	NaN	   0.66	  -1.43	   0.00	0	   17.0	NaN	NaN	   36.6	  -0.01	NaN	   0.00	  -0.66	   0.00	--------	-1	0.00	*
11:579495	   48.0	0	   26.0	NaN	NaN	   23.1	   0.49	NaN	   0.53	  -0.42	   0.00	0	    3.0	NaN	NaN	    3.4	   0.16	NaN	   0.18	  -1.07	   0.00	0	    3.0	NaN	NaN	    2.9	   0.24	NaN	   0.26	  -1.33	   0.00	0	   16.0	NaN	NaN	   14.8	   0.34	NaN	   0.38	  -0.47	   0.00	--------	-1	0.00	*
12:94233	   50.0	0	   31.0	NaN	NaN	   30.1	   0.31	NaN	   0.34	  -0.56	   0.00	0	    2.0	NaN	NaN	    4.2	   0.02	NaN	   0.03	  -3.27	   0.00	0	    2.0	NaN	NaN	    4.5	   0.02	NaN	   0.03	  -2.38	   0.00	0	   15.0	NaN	NaN	   18.7	   0.06	NaN	   0.08	  -0.99	   0.00	--------	-1	0.00	*
13:446394	   54.0	0	   29.0	NaN	NaN	   29.3	   0.24	NaN	   0.26	  -0.49	   0.00	0	    7.0	NaN	NaN	    4.0	   0.92	NaN	   0.97	  -0.43	   0.00	0	    4.0	NaN	NaN	    3.6	   0.28	NaN	   0.31	  -0.59	   0.00	0	   14.0	NaN	NaN	   18.0	   0.05	NaN	   0.07	  -0.57	   0.00	--------	-1	0.00	*
15:919241	   60.0	0	   32.0	NaN	NaN	   23.3	   1.25	NaN	   1.30	  -0.70	   0.00	0	    2.0	NaN	NaN	    4.1	   0.02	NaN	   0.04	  -0.84	   0.00	0	    5.0	NaN	NaN	    2.8	   0.78	NaN	   0.83	  -0.49	   0.00	0	   21.0	NaN	NaN	   14.7	   1.06	NaN	   1.14	  -0.50	   0.00	--------	-1	0.00	*
4:1338894	   62.0	0	   35.0	NaN	NaN	   23.5	   1.74	NaN	   1.79	  -0.55	   0.00	0	    5.0	NaN	NaN	    3.2	   0.61	NaN	   0.65	  -0.44	   0.00	0	    6.0	NaN	NaN	    2.9	   1.05	NaN	   1.11	  -0.88	   0.00	0	   16.0	NaN	NaN	   14.0	   0.42	NaN	   0.48	  -0.51	   0.00	--------	-1	0.00	*
plasmid-2-micron:410	 1139.0	0	  660.0	NaN	NaN	  663.6	   0.23	NaN	   0.25	  -0.37	   0.85	0	   58.0	NaN	NaN	   85.8	  -0.00	NaN	   0.00	  -0.44	   0.85	0	   63.0	NaN	NaN	   67.9	   0.12	NaN	   0.13	  -0.41	   0.85	0	  358.0	NaN	NaN	  434.0	  -0.00	NaN	   0.00	  -0.47	   0.85	--------	-1	0.00	*
plasmid-2-micron:1253	 1044.0	0	  506.0	NaN	NaN	  642.3	  -0.00	NaN	   0.00	  -0.43	   0.80	0	   79.0	NaN	NaN	   84.4	   0.11	NaN	   0.13	  -0.51	   0.80	0	   62.0	NaN	NaN	   66.2	   0.14	NaN	   0.15	  -0.58	   0.80	0	  397.0	NaN	NaN	  405.4	   0.15	NaN	   0.18	  -0.46	   0.80	--------	-1	0.00	*
plasmid-2-micron:4550	  934.0	0	  553.0	NaN	NaN	  607.6	  -0.00	NaN	   0.01	  -0.43	   0.73	0	   56.0	NaN	NaN	   78.1	  -0.00	NaN	   0.00	  -0.40	   0.73	0	   56.0	NaN	NaN	   65.8	   0.04	NaN	   0.05	  -0.51	   0.73	0	  269.0	NaN	NaN	  393.2	   0.00	NaN	   0.00	  -0.41	   0.73	--------	-1	0.00	*
plasmid-2-micron:6099	  817.0	0	  410.0	NaN	NaN	  602.1	   0.00	NaN	   0.00	  -0.35	   0.00	0	   44.0	NaN	NaN	   78.4	   0.00	NaN	   0.00	  -0.58	   0.00	0	   51.0	NaN	NaN	   64.3	   0.02	NaN	   0.02	  -0.36	   0.00	0	  312.0	NaN	NaN	  393.2	  -0.00	NaN	   0.00	  -0.47	   0.00	--------	-1	0.00	*
