Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
12:271385	   54.0	0	   10.0	NaN	NaN	   10.9	  -0.03	NaN	   0.19	  -0.71	   0.00	0	   11.0	NaN	NaN	    9.5	   0.22	NaN	   0.45	  -0.71	   0.00	0	   26.0	NaN	NaN	   24.7	   0.15	NaN	   0.37	  -0.57	   0.00	0	    7.0	NaN	NaN	    6.8	  -0.28	NaN	   0.29	  -0.39	   0.00	--------	-1	0.00	*
4:368663	   65.0	0	   11.0	NaN	NaN	   10.9	   0.04	NaN	   0.27	  -0.22	   0.00	0	   19.0	NaN	NaN	   10.1	   1.80	NaN	   2.10	  -0.57	   0.00	0	   32.0	NaN	NaN	   22.8	   1.12	NaN	   1.40	  -0.46	   0.00	0	    3.0	NaN	NaN	    6.8	  -0.19	NaN	   0.01	  -0.45	   0.00	--------	-1	0.00	*
4:1473969	   66.0	0	   14.0	NaN	NaN	   10.9	   0.36	NaN	   0.68	  -0.48	   0.00	0	   14.0	NaN	NaN	   12.0	   0.25	NaN	   0.49	  -0.44	   0.00	0	   30.0	NaN	NaN	   24.2	   0.59	NaN	   0.85	  -0.38	   0.00	0	    8.0	NaN	NaN	    7.9	  -0.21	NaN	   0.27	  -0.53	   0.00	--------	-1	0.00	*
mit:7326	  115.0	0	   61.0	NaN	NaN	   63.8	  -0.02	NaN	   0.18	  -0.59	   0.00	0	   14.0	NaN	NaN	   19.6	  -0.08	NaN	   0.04	  -0.39	   0.00	0	   33.0	NaN	NaN	   51.3	  -0.13	NaN	   0.00	  -0.50	   0.00	0	    7.0	NaN	NaN	    7.5	  -0.20	NaN	   0.20	  -0.71	   0.00	--------	-1	0.00	*
mit:13765	  121.0	0	   55.0	NaN	NaN	   70.1	  -0.14	NaN	   0.01	  -0.52	   0.00	0	   15.0	NaN	NaN	   20.1	  -0.08	NaN	   0.05	  -0.74	   0.00	0	   44.0	NaN	NaN	   52.2	  -0.15	NaN	   0.05	  -0.50	   0.00	0	    7.0	NaN	NaN	    8.5	  -0.16	NaN	   0.13	  -0.65	   0.00	--------	-1	0.00	*
mit:14404	   68.3	0	   33.0	NaN	NaN	   67.8	  -0.06	NaN	   0.00	  -0.86	   0.00	0	   10.0	NaN	NaN	   19.6	  -0.06	NaN	   0.01	  -1.24	   0.00	0	   24.1	NaN	NaN	   52.2	  -0.08	NaN	   0.00	  -0.94	   0.00	0	    1.1	NaN	NaN	    8.4	  -0.09	NaN	   0.00	  -0.69	   0.00	--------	-1	0.00	*
mit:14642	   51.7	0	   23.0	NaN	NaN	   67.5	  -0.03	NaN	   0.00	  -0.74	   0.00	0	    9.0	NaN	NaN	   19.6	  -0.06	NaN	   0.00	  -0.72	   0.00	0	   11.9	NaN	NaN	   52.4	  -0.03	NaN	   0.00	  -0.73	   0.00	0	    7.9	NaN	NaN	    8.4	  -0.22	NaN	   0.22	  -0.76	   0.00	--------	-1	0.00	*
mit:17312	   97.0	0	   47.0	NaN	NaN	   63.8	  -0.11	NaN	   0.01	  -0.64	   0.00	0	   13.0	NaN	NaN	   19.6	  -0.08	NaN	   0.02	  -0.24	   0.00	0	   30.0	NaN	NaN	   50.0	  -0.12	NaN	   0.00	  -0.43	   0.00	0	    7.0	NaN	NaN	    7.6	  -0.18	NaN	   0.19	  -0.43	   0.00	--------	-1	0.00	*
mit:23184	  125.0	0	   53.0	NaN	NaN	   67.5	  -0.15	NaN	   0.01	  -0.56	   0.00	0	   16.0	NaN	NaN	   24.2	  -0.06	NaN	   0.01	  -0.38	   0.00	0	   48.0	NaN	NaN	   60.2	  -0.16	NaN	   0.02	  -0.48	   0.00	0	    8.0	NaN	NaN	    7.9	  -0.23	NaN	   0.28	  -0.14	   0.00	--------	-1	0.00	*
mit:32938	   80.0	0	   40.0	NaN	NaN	   63.8	  -0.09	NaN	   0.00	  -0.66	   0.00	0	   15.0	NaN	NaN	   19.7	  -0.09	NaN	   0.05	  -0.54	   0.00	0	   19.0	NaN	NaN	   50.0	  -0.06	NaN	   0.00	  -0.64	   0.00	0	    6.0	NaN	NaN	    8.3	  -0.16	NaN	   0.08	  -0.13	   0.00	--------	-1	0.00	*
mit:49753	   89.1	0	   41.1	NaN	NaN	   69.0	  -0.07	NaN	   0.00	  -0.67	   0.00	0	   15.0	NaN	NaN	   19.6	  -0.10	NaN	   0.06	  -0.73	   0.00	0	   31.0	NaN	NaN	   57.3	  -0.10	NaN	   0.00	  -0.74	   0.00	0	    2.0	NaN	NaN	    8.4	  -0.10	NaN	   0.00	  -0.98	   0.00	--------	-1	0.00	*
mit:50117	   66.9	0	   31.9	NaN	NaN	   68.8	  -0.05	NaN	   0.00	  -0.71	   0.00	0	   13.0	NaN	NaN	   19.6	  -0.07	NaN	   0.02	  -0.54	   0.00	0	   20.0	NaN	NaN	   55.4	  -0.05	NaN	   0.00	  -0.56	   0.00	0	    2.0	NaN	NaN	    8.0	  -0.12	NaN	   0.00	  -3.43	   0.00	--------	-1	0.00	*
mit:52436	  104.5	0	   62.2	NaN	NaN	   68.6	  -0.07	NaN	   0.11	  -0.78	   0.00	0	    8.0	NaN	NaN	   22.5	  -0.04	NaN	   0.00	  -0.79	   0.00	0	   30.3	NaN	NaN	   60.6	  -0.09	NaN	   0.00	  -0.78	   0.00	0	    4.0	NaN	NaN	    9.7	  -0.16	NaN	   0.01	  -1.67	   0.00	--------	-1	0.00	*
mit:52862	  119.5	0	   55.8	NaN	NaN	   64.8	  -0.12	NaN	   0.06	  -0.48	   0.00	0	   17.0	NaN	NaN	   19.6	  -0.06	NaN	   0.13	  -0.64	   0.00	0	   38.7	NaN	NaN	   58.3	  -0.14	NaN	   0.00	  -0.63	   0.00	0	    8.0	NaN	NaN	    9.1	  -0.20	NaN	   0.16	  -1.07	   0.00	--------	-1	0.00	*
mit:54245	  168.0	0	   83.0	NaN	NaN	   63.8	   1.48	NaN	   1.92	  -0.59	   0.00	0	   23.0	NaN	NaN	   19.6	   0.34	NaN	   0.61	  -0.74	   0.00	0	   51.0	NaN	NaN	   50.0	   0.13	NaN	   0.33	  -0.61	   0.00	0	   11.0	NaN	NaN	    7.6	   0.09	NaN	   0.83	  -0.53	   0.00	--------	-1	0.00	*
mit:74182	   64.8	0	   39.0	NaN	NaN	   65.7	  -0.08	NaN	   0.00	  -0.80	   0.00	0	    7.6	NaN	NaN	   22.4	  -0.03	NaN	   0.00	  -0.75	   0.00	0	   15.2	NaN	NaN	   53.2	  -0.04	NaN	   0.00	  -0.70	   0.00	0	    3.0	NaN	NaN	    7.7	  -0.18	NaN	   0.01	  -0.76	   0.00	--------	-1	0.00	*
