Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
16:710049	   89.0	0	   20.0	NaN	NaN	   15.2	   0.79	NaN	   0.87	  -0.83	   0.00	0	   23.0	NaN	NaN	   25.6	   0.09	NaN	   0.14	  -1.18	   0.00	0	   23.0	NaN	NaN	   20.9	   0.40	NaN	   0.45	  -1.01	   0.00	0	   23.0	NaN	NaN	   13.5	   1.80	NaN	   1.95	  -0.73	   0.00	--------	-1	0.00	*
5:570392	   74.9	0	   15.6	NaN	NaN	   14.0	   0.41	NaN	   0.48	  -1.17	   0.00	0	   25.2	NaN	NaN	   25.5	   0.26	NaN	   0.31	  -1.10	   0.00	0	   22.1	NaN	NaN	   19.2	   0.60	NaN	   0.66	  -0.96	   0.00	0	   12.0	NaN	NaN	   14.4	   0.11	NaN	   0.17	  -0.73	   0.00	--------	-1	0.00	*
mit:1592	  264.0	0	   55.0	NaN	NaN	   59.5	   0.08	NaN	   0.13	  -0.78	   0.00	0	   92.0	NaN	NaN	   78.2	   1.11	NaN	   1.17	  -0.88	   0.00	0	   74.0	NaN	NaN	   79.1	   0.09	NaN	   0.14	  -0.79	   0.00	0	   43.0	NaN	NaN	   36.4	   0.71	NaN	   0.81	  -0.89	   0.00	--------	-1	0.00	*
mit:7987	  128.9	0	   41.0	NaN	NaN	   59.5	  -0.02	NaN	   0.00	  -0.69	   0.00	0	   38.7	NaN	NaN	   78.2	  -0.02	NaN	   0.00	  -0.85	   0.00	0	   33.4	NaN	NaN	   80.9	  -0.02	NaN	   0.00	  -0.81	   0.00	0	   15.7	NaN	NaN	   37.8	  -0.02	NaN	   0.00	  -0.88	   0.00	--------	-1	0.00	*
mit:8383	   92.1	0	   26.0	NaN	NaN	   59.5	  -0.01	NaN	   0.00	  -0.84	   0.00	0	   21.3	NaN	NaN	   79.6	  -0.01	NaN	   0.00	  -0.94	   0.00	0	   25.6	NaN	NaN	   82.2	  -0.01	NaN	   0.00	  -0.91	   0.00	0	   19.3	NaN	NaN	   39.5	  -0.02	NaN	   0.00	  -0.77	   0.00	--------	-1	0.00	*
mit:13749	  189.0	0	   46.0	NaN	NaN	   63.4	  -0.02	NaN	   0.00	  -0.74	   0.00	0	   60.0	NaN	NaN	   78.2	  -0.03	NaN	   0.01	  -0.71	   0.00	0	   54.0	NaN	NaN	   84.7	  -0.03	NaN	   0.00	  -0.67	   0.00	0	   29.0	NaN	NaN	   38.0	  -0.02	NaN	   0.02	  -0.78	   0.00	--------	-1	0.00	*
mit:14373	  107.5	0	   31.2	NaN	NaN	   64.4	  -0.02	NaN	   0.00	  -1.01	   0.00	0	   31.7	NaN	NaN	   78.2	  -0.02	NaN	   0.00	  -0.74	   0.00	0	   36.9	NaN	NaN	   84.3	  -0.02	NaN	   0.00	  -0.75	   0.00	0	    7.6	NaN	NaN	   37.2	  -0.01	NaN	   0.00	  -0.70	   0.00	--------	-1	0.00	*
mit:14622	  167.5	0	   24.8	NaN	NaN	   65.9	  -0.01	NaN	   0.00	  -1.02	   0.00	0	   59.3	NaN	NaN	   78.2	  -0.03	NaN	   0.01	  -0.94	   0.00	0	   61.1	NaN	NaN	   86.0	  -0.04	NaN	   0.00	  -0.94	   0.00	0	   22.4	NaN	NaN	   37.8	  -0.03	NaN	   0.00	  -1.01	   0.00	--------	-1	0.00	*
mit:15020	  184.0	0	   51.0	NaN	NaN	   65.5	  -0.02	NaN	   0.01	  -0.77	   0.00	0	   60.0	NaN	NaN	   78.2	  -0.03	NaN	   0.01	  -0.75	   0.00	0	   57.0	NaN	NaN	   86.9	  -0.03	NaN	   0.00	  -0.85	   0.00	0	   16.0	NaN	NaN	   37.7	  -0.02	NaN	   0.00	  -0.71	   0.00	--------	-1	0.00	*
mit:19687	  188.0	0	   48.0	NaN	NaN	   65.1	  -0.03	NaN	   0.01	  -0.85	   0.00	0	   52.0	NaN	NaN	   78.2	  -0.03	NaN	   0.00	  -0.82	   0.00	0	   62.0	NaN	NaN	   79.1	  -0.03	NaN	   0.01	  -0.72	   0.00	0	   26.0	NaN	NaN	   36.4	  -0.02	NaN	   0.01	  -0.84	   0.00	--------	-1	0.00	*
mit:20354	  231.3	0	   66.1	NaN	NaN	   61.6	   0.51	NaN	   0.58	  -0.74	   0.00	0	   68.3	NaN	NaN	   78.2	   0.02	NaN	   0.06	  -0.69	   0.00	0	   63.8	NaN	NaN	   80.3	  -0.03	NaN	   0.01	  -0.88	   0.00	0	   33.0	NaN	NaN	   36.4	   0.11	NaN	   0.17	  -0.60	   0.00	--------	-1	0.00	*
mit:20590	  132.7	0	   31.9	NaN	NaN	   61.8	  -0.02	NaN	   0.00	  -0.71	   0.00	0	   46.7	NaN	NaN	   78.2	  -0.03	NaN	   0.00	  -0.81	   0.00	0	   27.2	NaN	NaN	   82.0	  -0.01	NaN	   0.00	  -0.85	   0.00	0	   27.0	NaN	NaN	   36.4	  -0.02	NaN	   0.02	  -0.74	   0.00	--------	-1	0.00	*
mit:22147	  221.0	0	   61.0	NaN	NaN	   65.1	   0.09	NaN	   0.15	  -0.77	   0.10	0	   65.0	NaN	NaN	   86.4	  -0.03	NaN	   0.00	  -0.78	   0.10	0	   59.0	NaN	NaN	   96.2	  -0.03	NaN	   0.00	  -0.71	   0.10	0	   36.0	NaN	NaN	   40.7	   0.05	NaN	   0.10	  -0.67	   0.10	--------	-1	0.00	*
mit:38331	  156.0	0	   52.0	NaN	NaN	   59.5	   0.03	NaN	   0.07	  -0.83	   0.00	0	   40.0	NaN	NaN	   78.2	  -0.02	NaN	   0.00	  -0.70	   0.00	0	   44.0	NaN	NaN	   79.1	  -0.03	NaN	   0.00	  -0.66	   0.00	0	   20.0	NaN	NaN	   36.4	  -0.03	NaN	   0.00	  -0.73	   0.00	--------	-1	0.00	*
mit:42381	  277.0	0	   64.0	NaN	NaN	   65.9	   0.16	NaN	   0.21	  -0.77	   0.00	0	   89.0	NaN	NaN	   91.2	   0.17	NaN	   0.22	  -0.74	   0.00	0	   83.0	NaN	NaN	   97.5	  -0.02	NaN	   0.03	  -0.74	   0.00	0	   41.0	NaN	NaN	   42.5	   0.15	NaN	   0.21	  -0.75	   0.00	--------	-1	0.00	*
mit:50542	  219.0	0	   69.0	NaN	NaN	   64.3	   0.46	NaN	   0.53	  -0.60	   0.00	0	   62.0	NaN	NaN	   86.5	  -0.03	NaN	   0.00	  -0.84	   0.00	0	   57.0	NaN	NaN	   80.9	  -0.03	NaN	   0.00	  -0.60	   0.00	0	   31.0	NaN	NaN	   37.0	   0.02	NaN	   0.07	  -0.67	   0.00	--------	-1	0.00	*
mit:55403	   64.7	0	   11.0	NaN	NaN	   62.4	  -0.00	NaN	   0.00	  -0.94	   0.00	0	   22.2	NaN	NaN	   80.7	  -0.01	NaN	   0.00	  -1.15	   0.00	0	   19.1	NaN	NaN	   79.1	  -0.01	NaN	   0.00	  -0.96	   0.00	0	   12.4	NaN	NaN	   36.4	  -0.01	NaN	   0.00	  -1.51	   0.00	--------	-1	0.00	*
mit:55753	  102.3	0	   29.0	NaN	NaN	   63.8	  -0.01	NaN	   0.00	  -0.90	   0.00	0	   30.8	NaN	NaN	   83.1	  -0.01	NaN	   0.00	  -0.86	   0.00	0	   27.9	NaN	NaN	   79.1	  -0.02	NaN	   0.00	  -0.86	   0.00	0	   14.6	NaN	NaN	   36.4	  -0.01	NaN	   0.00	  -0.85	   0.00	--------	-1	0.00	*
mit:72395	  208.0	0	   32.0	NaN	NaN	   59.5	  -0.02	NaN	   0.00	  -0.72	   0.49	0	   79.0	NaN	NaN	   94.1	  -0.02	NaN	   0.02	  -0.84	   0.49	0	   60.0	NaN	NaN	   86.1	  -0.03	NaN	   0.00	  -0.75	   0.49	0	   37.0	NaN	NaN	   40.9	   0.07	NaN	   0.12	  -0.92	   0.49	--------	-1	0.00	*
mit:74998	  130.9	0	   39.5	NaN	NaN	   63.7	  -0.03	NaN	   0.00	  -0.90	   0.00	0	   28.5	NaN	NaN	   92.5	  -0.01	NaN	   0.00	  -0.99	   0.00	0	   42.3	NaN	NaN	   83.7	  -0.02	NaN	   0.00	  -1.24	   0.00	0	   20.7	NaN	NaN	   39.5	  -0.02	NaN	   0.00	  -1.02	   0.00	--------	-1	0.00	*
mit:75303	  227.1	0	   59.5	NaN	NaN	   64.3	   0.09	NaN	   0.14	  -0.72	   0.00	0	   55.5	NaN	NaN	   94.6	  -0.02	NaN	   0.00	  -0.95	   0.00	0	   63.7	NaN	NaN	   86.2	  -0.04	NaN	   0.00	  -0.77	   0.00	0	   48.3	NaN	NaN	   40.6	   0.85	NaN	   0.96	  -0.86	   0.00	--------	-1	0.00	*
mit:77072	  211.0	0	   61.0	NaN	NaN	   66.9	   0.06	NaN	   0.11	  -0.68	   0.08	0	   50.0	NaN	NaN	   84.1	  -0.03	NaN	   0.00	  -0.83	   0.08	0	   71.0	NaN	NaN	   84.7	  -0.02	NaN	   0.03	  -0.83	   0.08	0	   29.0	NaN	NaN	   39.8	  -0.02	NaN	   0.01	  -0.92	   0.08	--------	-1	0.00	*
mit:77551	  149.6	0	   43.7	NaN	NaN	   82.9	  -0.02	NaN	   0.00	  -0.74	   0.00	0	   42.4	NaN	NaN	  108.3	  -0.01	NaN	   0.00	  -0.77	   0.00	0	   43.8	NaN	NaN	  107.4	  -0.01	NaN	   0.00	  -0.84	   0.00	0	   19.6	NaN	NaN	   45.2	  -0.01	NaN	   0.00	  -0.74	   0.00	--------	-1	0.00	*
mit:77910	  102.4	0	   20.3	NaN	NaN	   74.4	  -0.01	NaN	   0.00	  -0.83	   0.00	0	   25.6	NaN	NaN	  103.8	  -0.00	NaN	  -0.00	  -0.98	   0.00	0	   35.2	NaN	NaN	  102.7	  -0.01	NaN	   0.00	  -0.71	   0.00	0	   21.4	NaN	NaN	   40.4	  -0.02	NaN	   0.00	  -1.11	   0.00	--------	-1	0.00	*
mit:78450	  129.0	0	   35.3	NaN	NaN	   81.1	  -0.01	NaN	   0.00	  -0.89	   0.00	0	   39.1	NaN	NaN	   96.2	  -0.02	NaN	   0.00	  -0.70	   0.00	0	   40.8	NaN	NaN	  101.2	  -0.01	NaN	   0.00	  -0.94	   0.00	0	   13.9	NaN	NaN	   41.3	  -0.01	NaN	   0.00	  -1.01	   0.00	--------	-1	0.00	*
mit:78573	  191.0	0	   43.7	NaN	NaN	   81.1	  -0.02	NaN	   0.00	  -0.90	   0.00	0	   64.9	NaN	NaN	   99.9	  -0.03	NaN	   0.00	  -0.83	   0.00	0	   56.2	NaN	NaN	  111.9	  -0.02	NaN	   0.00	  -0.81	   0.00	0	   26.1	NaN	NaN	   46.7	  -0.03	NaN	   0.00	  -0.71	   0.00	--------	-1	0.00	*
mit:80464	  165.0	0	   52.0	NaN	NaN	   65.2	  -0.02	NaN	   0.02	  -0.97	   0.00	0	   48.0	NaN	NaN	   90.3	  -0.02	NaN	   0.00	  -0.89	   0.00	0	   45.0	NaN	NaN	   84.4	  -0.03	NaN	   0.00	  -0.91	   0.00	0	   20.0	NaN	NaN	   36.4	  -0.03	NaN	   0.00	  -0.67	   0.00	--------	-1	0.00	*
mit:81353	  248.0	0	   70.0	NaN	NaN	   59.5	   0.92	NaN	   1.01	  -0.88	   0.62	0	   90.0	NaN	NaN	   78.2	   0.94	NaN	   0.99	  -0.73	   0.62	0	   67.0	NaN	NaN	   79.1	  -0.01	NaN	   0.03	  -0.70	   0.62	0	   21.0	NaN	NaN	   36.4	  -0.03	NaN	   0.00	  -0.83	   0.62	--------	-1	0.00	*
plasmid-2-micron:994	 1646.5	0	  223.1	NaN	NaN	  379.2	  -0.00	NaN	  -0.00	  -0.56	   0.63	0	  375.8	NaN	NaN	  716.5	  -0.00	NaN	  -0.00	  -0.49	   0.63	0	  501.3	NaN	NaN	 1223.4	  -0.00	NaN	  -0.00	  -0.42	   0.63	0	  546.2	NaN	NaN	  886.9	  -0.00	NaN	  -0.00	  -0.51	   0.63	--------	-1	0.00	*
plasmid-2-micron:1263	 2157.5	0	  287.9	NaN	NaN	  379.2	  -0.01	NaN	   0.00	  -0.83	   0.63	0	  451.2	NaN	NaN	  716.5	  -0.01	NaN	  -0.00	  -0.72	   0.63	0	  790.7	NaN	NaN	 1223.4	  -0.00	NaN	  -0.00	  -0.61	   0.63	0	  627.8	NaN	NaN	  894.7	  -0.00	NaN	  -0.00	  -0.62	   0.63	--------	-1	0.00	*
plasmid-2-micron:4746	 1533.4	0	  115.7	NaN	NaN	  379.2	  -0.00	NaN	  -0.00	  -0.50	   0.45	0	  279.2	NaN	NaN	  716.5	  -0.00	NaN	  -0.00	  -0.41	   0.45	0	  609.9	NaN	NaN	 1223.4	  -0.00	NaN	  -0.00	  -0.31	   0.45	0	  528.7	NaN	NaN	  886.9	  -0.00	NaN	  -0.00	  -0.61	   0.45	--------	-1	0.00	*
plasmid-2-micron:6119	 1669.0	0	  239.0	NaN	NaN	  379.2	  -0.00	NaN	   0.00	  -0.61	   0.00	0	  391.0	NaN	NaN	  716.5	  -0.00	NaN	  -0.00	  -0.52	   0.00	0	  574.0	NaN	NaN	 1223.4	  -0.00	NaN	  -0.00	  -0.48	   0.00	0	  465.0	NaN	NaN	  886.9	  -0.00	NaN	  -0.00	  -0.48	   0.00	--------	-1	0.00	*
