Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
16:950105	   51.0	0	   12.0	NaN	NaN	   12.0	  -0.04	NaN	   0.27	  -0.84	   0.00	0	   18.0	NaN	NaN	    9.8	   1.60	NaN	   1.92	  -0.60	   0.00	0	   10.0	NaN	NaN	    7.7	   0.32	NaN	   0.60	  -0.73	   0.00	0	   11.0	NaN	NaN	    7.3	   0.19	NaN	   0.91	  -0.39	   0.00	--------	-1	0.00	*
5:204	   50.0	0	   16.0	NaN	NaN	   11.9	   0.45	NaN	   0.82	  -0.63	   0.00	0	   12.0	NaN	NaN	    9.7	   0.30	NaN	   0.56	  -0.67	   0.00	0	   11.0	NaN	NaN	    7.9	   0.46	NaN	   0.76	  -0.61	   0.00	0	   11.0	NaN	NaN	    7.3	   0.24	NaN	   0.91	  -0.62	   0.00	--------	-1	0.00	*
5:570682	   48.0	0	   18.0	NaN	NaN	   11.9	   0.77	NaN	   1.22	  -0.73	   0.00	0	   13.0	NaN	NaN	    9.7	   0.46	NaN	   0.74	  -0.55	   0.00	0	   10.0	NaN	NaN	    7.9	   0.31	NaN	   0.57	  -0.56	   0.00	0	    7.0	NaN	NaN	    7.3	  -0.22	NaN	   0.22	  -0.51	   0.00	--------	-1	0.00	*
8:1119	   51.0	0	   17.0	NaN	NaN	   11.2	   0.77	NaN	   1.19	  -0.35	   0.00	0	   15.0	NaN	NaN	    9.2	   1.03	NaN	   1.33	  -0.42	   0.00	0	   13.0	NaN	NaN	    7.4	   1.08	NaN	   1.40	  -0.34	   0.00	0	    6.0	NaN	NaN	    7.0	  -0.26	NaN	   0.16	  -0.57	   0.00	--------	-1	0.00	*
mit:13739	   43.0	0	   18.0	NaN	NaN	   15.9	   0.14	NaN	   0.48	  -0.51	   0.00	0	    9.0	NaN	NaN	   11.8	  -0.15	NaN	   0.08	  -0.38	   0.00	0	   14.0	NaN	NaN	   15.6	  -0.06	NaN	   0.16	  -0.51	   0.00	0	    2.0	NaN	NaN	    5.1	  -0.25	NaN	   0.02	  -0.18	   0.00	--------	-1	0.00	*
mit:31996	   51.0	0	   16.0	NaN	NaN	   15.9	  -0.04	NaN	   0.28	  -0.37	   0.00	0	   15.0	NaN	NaN	   13.5	   0.18	NaN	   0.42	  -0.38	   0.00	0	   16.0	NaN	NaN	   15.6	   0.07	NaN	   0.31	  -0.63	   0.00	0	    4.0	NaN	NaN	    5.1	  -0.22	NaN	   0.12	  -0.62	   0.00	--------	-1	0.00	*
plasmid-2-micron:316	  456.7	0	  210.3	NaN	NaN	  930.6	  -0.08	NaN	  -0.00	  -0.50	   0.53	0	  118.9	NaN	NaN	  686.3	  -0.04	NaN	  -0.00	  -0.45	   0.53	0	   11.0	NaN	NaN	  631.2	  -0.00	NaN	  -0.00	   1.50	   0.53	0	  116.5	NaN	NaN	  574.0	  -0.06	NaN	  -0.00	  -0.54	   0.53	--------	-1	0.00	*
plasmid-2-micron:334	  795.4	0	  215.8	NaN	NaN	  926.7	  -0.10	NaN	  -0.00	  -0.58	   0.53	0	  177.3	NaN	NaN	  686.7	  -0.08	NaN	  -0.00	  -0.66	   0.53	0	  258.8	NaN	NaN	  631.3	  -0.19	NaN	  -0.00	  -0.48	   0.53	0	  143.5	NaN	NaN	  578.8	  -0.09	NaN	  -0.00	  -0.73	   0.53	--------	-1	0.00	*
plasmid-2-micron:514	  774.5	0	  224.8	NaN	NaN	  948.0	  -0.12	NaN	  -0.00	  -0.69	   0.53	0	  210.1	NaN	NaN	  714.8	  -0.18	NaN	  -0.00	  -0.69	   0.53	0	  194.0	NaN	NaN	  644.4	  -0.15	NaN	  -0.00	  -0.73	   0.53	0	  145.6	NaN	NaN	  589.4	  -0.10	NaN	  -0.00	  -0.82	   0.53	--------	-1	0.00	*
plasmid-2-micron:650	  887.1	0	  266.6	NaN	NaN	  887.7	  -0.19	NaN	  -0.00	  -0.42	   0.53	0	  192.0	NaN	NaN	  675.5	  -0.15	NaN	  -0.00	  -0.51	   0.53	0	  187.2	NaN	NaN	  625.4	  -0.13	NaN	  -0.00	  -0.49	   0.53	0	  241.4	NaN	NaN	  535.1	  -0.21	NaN	  -0.00	  -0.53	   0.53	--------	-1	0.00	*
