Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
1:34658	  162.0	1	   23.0	NaN	NaN	   11.1	   2.37	NaN	   2.95	  -0.50	   0.45	1	   93.0	NaN	NaN	   11.7	  48.94	NaN	  49.66	  -0.36	   0.45	1	   43.0	NaN	NaN	   10.2	  13.15	NaN	  13.77	  -0.51	   0.45	0	    3.0	NaN	NaN	    6.8	  -0.23	NaN	   0.02	  -0.41	   0.45	--------	-1	0.00	*
10:148854	  182.7	1	   34.7	NaN	NaN	   15.1	   4.34	NaN	   5.06	  -0.70	   0.11	1	   96.9	NaN	NaN	    9.8	  59.37	NaN	  60.22	  -0.61	   0.11	1	   35.9	NaN	NaN	    9.2	  10.18	NaN	  10.73	  -0.64	   0.11	0	   15.2	NaN	NaN	    8.1	   0.99	NaN	   2.02	  -0.63	   0.11	--------	-1	0.00	*
10:148885	  157.3	0	   13.3	NaN	NaN	   15.3	  -0.10	NaN	   0.18	  -0.52	   0.11	1	   98.1	NaN	NaN	    9.8	  61.30	NaN	  62.23	  -0.66	   0.11	1	   36.1	NaN	NaN	    9.2	  10.75	NaN	  11.33	  -0.67	   0.11	0	    9.8	NaN	NaN	    8.1	  -0.05	NaN	   0.53	  -0.49	   0.11	--------	-1	0.00	*
11:98885	   82.0	0	    8.0	NaN	NaN	   14.1	  -0.21	NaN	   0.01	  -0.22	   0.00	1	   34.0	NaN	NaN	   10.9	   7.46	NaN	   7.80	  -0.48	   0.00	1	   31.0	NaN	NaN	    8.3	   8.38	NaN	   8.89	  -0.55	   0.00	0	    9.0	NaN	NaN	    7.4	  -0.05	NaN	   0.49	  -0.58	   0.00	--------	-1	0.00	*
12:697544	  181.0	1	   36.0	NaN	NaN	   13.0	   6.12	NaN	   6.90	  -0.35	   0.40	1	   69.0	NaN	NaN	   10.5	  31.78	NaN	  32.29	  -0.57	   0.40	1	   57.0	NaN	NaN	    7.9	  27.87	NaN	  28.80	  -0.44	   0.40	0	   19.0	NaN	NaN	    9.2	   1.39	NaN	   2.54	  -0.68	   0.40	--------	-1	0.00	*
13:454179	  277.0	0	   10.0	NaN	NaN	   12.0	  -0.14	NaN	   0.12	  -0.12	   0.00	1	  132.0	NaN	NaN	   10.2	  93.79	NaN	  95.11	  -0.67	   0.00	1	  126.0	NaN	NaN	    9.2	  92.58	NaN	  94.20	  -0.63	   0.00	0	    9.0	NaN	NaN	    8.6	  -0.20	NaN	   0.31	  -0.15	   0.00	--------	-1	0.00	*
14:291954	  119.0	0	   21.0	NaN	NaN	   14.6	   0.78	NaN	   1.17	  -0.49	   0.15	1	   57.0	NaN	NaN	   12.8	  18.52	NaN	  19.00	  -0.62	   0.15	1	   34.0	NaN	NaN	    9.8	   8.37	NaN	   8.85	  -0.51	   0.15	0	    7.0	NaN	NaN	    8.4	  -0.23	NaN	   0.14	  -0.27	   0.15	--------	-1	0.00	*
14:621107	  176.0	1	   34.0	NaN	NaN	   16.1	   3.54	NaN	   4.16	  -0.39	   0.49	1	   85.0	NaN	NaN	   13.7	  37.29	NaN	  37.87	  -0.59	   0.49	1	   52.0	NaN	NaN	   12.0	  16.25	NaN	  16.97	  -0.36	   0.49	0	    5.0	NaN	NaN	    8.8	  -0.25	NaN	   0.03	  -0.67	   0.49	--------	-1	0.00	*
15:903205	  148.0	1	   26.0	NaN	NaN	   13.7	   2.18	NaN	   2.72	  -0.16	   0.46	1	   52.0	NaN	NaN	   11.7	  16.93	NaN	  17.37	  -0.31	   0.46	1	   66.0	NaN	NaN	    8.2	  34.85	NaN	  36.00	  -0.40	   0.46	0	    4.0	NaN	NaN	   10.4	  -0.22	NaN	   0.00	  -0.28	   0.46	--------	-1	0.00	*
15:1037797	  142.0	0	   22.0	NaN	NaN	   14.9	   0.83	NaN	   1.30	  -0.20	   0.00	1	   88.0	NaN	NaN	   15.6	  35.56	NaN	  36.11	  -0.46	   0.00	1	   25.0	NaN	NaN	   10.2	   3.80	NaN	   4.17	  -0.48	   0.00	0	    7.0	NaN	NaN	    8.1	  -0.23	NaN	   0.16	  -0.39	   0.00	--------	-1	0.00	*
16:649740	  108.0	0	   20.0	NaN	NaN	   12.6	   0.99	NaN	   1.50	  -0.35	   0.00	1	   47.0	NaN	NaN	   11.6	  13.91	NaN	  14.33	  -0.55	   0.00	0	   18.0	NaN	NaN	    9.1	   1.91	NaN	   2.25	  -0.37	   0.00	1	   23.0	NaN	NaN	    8.6	   3.14	NaN	   4.46	  -0.18	   0.00	--------	-1	0.00	*
16:653619	  467.0	1	  128.6	NaN	NaN	   13.7	  75.38	NaN	  77.00	  -0.57	   0.00	1	  209.5	NaN	NaN	   13.0	 168.25	NaN	 169.87	  -0.47	   0.00	1	  118.3	NaN	NaN	    9.0	  85.88	NaN	  87.20	  -0.60	   0.00	0	   10.5	NaN	NaN	    8.5	   0.00	NaN	   0.63	  -0.65	   0.00	--------	-1	0.00	*
16:653852	  244.0	1	   61.4	NaN	NaN	   13.0	  20.96	NaN	  22.11	  -0.60	   0.00	1	  104.5	NaN	NaN	   13.0	  56.00	NaN	  56.78	  -0.59	   0.00	1	   62.7	NaN	NaN	    8.8	  30.49	NaN	  31.51	  -0.63	   0.00	0	   15.5	NaN	NaN	    8.2	   1.06	NaN	   1.98	  -0.54	   0.00	--------	-1	0.00	*
3:127833	  273.0	1	   70.0	NaN	NaN	   18.4	  18.56	NaN	  19.48	  -0.36	   0.47	1	  136.0	NaN	NaN	   20.8	  61.41	NaN	  62.43	  -0.36	   0.47	1	   53.0	NaN	NaN	   13.0	  15.60	NaN	  16.27	  -0.45	   0.47	0	   14.0	NaN	NaN	    7.2	   0.97	NaN	   1.82	  -0.41	   0.47	--------	-1	0.00	*
4:990804	   88.0	0	    9.0	NaN	NaN	   12.2	  -0.17	NaN	   0.07	  -0.45	   0.49	1	   48.0	NaN	NaN	   13.5	  12.14	NaN	  12.54	  -0.38	   0.49	1	   23.0	NaN	NaN	    8.9	   3.87	NaN	   4.26	  -0.51	   0.49	0	    8.0	NaN	NaN	    7.7	  -0.18	NaN	   0.30	  -0.47	   0.49	--------	-1	0.00	*
5:17101	  222.1	1	   68.1	NaN	NaN	   17.5	  19.08	NaN	  20.10	  -0.75	   0.10	1	   93.8	NaN	NaN	   12.3	  48.15	NaN	  48.82	  -0.63	   0.10	1	   54.9	NaN	NaN	    8.2	  25.68	NaN	  26.46	  -0.85	   0.10	0	    5.3	NaN	NaN	    8.2	  -0.24	NaN	   0.08	  -0.99	   0.10	--------	-1	0.00	*
5:17166	  258.9	1	   78.9	NaN	NaN	   17.3	  25.29	NaN	  26.61	  -0.56	   0.10	1	  119.2	NaN	NaN	   12.3	  72.08	NaN	  73.23	  -0.58	   0.10	1	   56.1	NaN	NaN	    8.2	  27.29	NaN	  28.13	  -0.64	   0.10	0	    4.7	NaN	NaN	    8.2	  -0.26	NaN	   0.04	  -0.74	   0.10	--------	-1	0.00	*
8:423057	  145.0	1	   29.0	NaN	NaN	   12.5	   3.65	NaN	   4.32	  -0.30	   0.28	1	   74.0	NaN	NaN	    9.8	  37.70	NaN	  38.33	  -0.52	   0.28	1	   29.0	NaN	NaN	    7.9	   7.81	NaN	   8.26	  -0.51	   0.28	0	   13.0	NaN	NaN	    7.0	   0.81	NaN	   1.59	  -0.14	   0.28	--------	-1	0.00	*
