Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
1:175121	   68.0	0	   24.0	NaN	NaN	   23.1	   0.32	NaN	   0.35	  -0.59	   0.00	0	   13.0	NaN	NaN	    6.8	   1.56	NaN	   1.64	  -0.72	   0.00	0	   22.0	NaN	NaN	   18.8	   0.56	NaN	   0.58	  -0.78	   0.00	0	    9.0	NaN	NaN	    7.9	   0.20	NaN	   0.40	  -0.94	   0.00	--------	-1	0.00	*
13:165012	   50.8	0	   27.6	NaN	NaN	   28.0	   0.26	NaN	   0.28	  -0.45	   0.00	0	    2.0	NaN	NaN	    4.8	   0.06	NaN	   0.07	  -0.07	   0.00	0	   15.7	NaN	NaN	   15.5	   0.30	NaN	   0.31	  -0.48	   0.00	0	    5.4	NaN	NaN	    5.9	   0.11	NaN	   0.27	  -0.80	   0.00	--------	-1	0.00	*
13:517764	   55.3	0	   18.4	NaN	NaN	   25.6	   0.03	NaN	   0.03	  -0.48	   0.00	0	    9.6	NaN	NaN	    5.0	   1.41	NaN	   1.49	  -0.79	   0.00	0	   24.6	NaN	NaN	   15.3	   1.83	NaN	   1.87	  -0.57	   0.00	0	    2.7	NaN	NaN	    7.7	  -0.01	NaN	   0.01	  -0.73	   0.00	--------	-1	0.00	*
2:405191	   48.0	0	   20.0	NaN	NaN	   24.7	   0.06	NaN	   0.07	  -0.63	   0.00	0	    8.0	NaN	NaN	    3.7	   1.39	NaN	   1.46	  -1.11	   0.00	0	   16.0	NaN	NaN	   13.7	   0.50	NaN	   0.51	  -0.77	   0.00	0	    4.0	NaN	NaN	    5.4	   0.01	NaN	   0.10	  -1.47	   0.00	--------	-1	0.00	*
4:667708	   46.0	0	   29.0	NaN	NaN	   21.5	   1.10	NaN	   1.14	  -0.68	   0.00	0	    1.0	NaN	NaN	    3.3	   0.01	NaN	   0.02	  -4.00	   0.00	0	   12.0	NaN	NaN	   12.0	   0.26	NaN	   0.27	  -0.90	   0.00	0	    4.0	NaN	NaN	    5.6	   0.00	NaN	   0.09	  -0.91	   0.00	--------	-1	0.00	*
5:486700	   58.0	0	   30.0	NaN	NaN	   25.5	   0.64	NaN	   0.68	  -0.86	   0.00	0	    1.0	NaN	NaN	    4.3	   0.00	NaN	   0.01	  -4.00	   0.00	0	   18.0	NaN	NaN	   15.4	   0.53	NaN	   0.55	  -0.87	   0.00	0	    9.0	NaN	NaN	    6.1	   0.50	NaN	   0.79	  -0.64	   0.00	--------	-1	0.00	*
6:272135	   62.0	0	   28.0	NaN	NaN	   23.5	   0.66	NaN	   0.69	  -0.88	   0.00	0	    3.0	NaN	NaN	    3.8	   0.12	NaN	   0.14	  -0.69	   0.00	0	   18.0	NaN	NaN	   13.5	   0.83	NaN	   0.86	  -0.83	   0.00	0	   13.0	NaN	NaN	    5.6	   1.82	NaN	   2.27	  -0.88	   0.00	--------	-1	0.00	*
7:562615	   53.0	0	   28.0	NaN	NaN	   23.6	   0.65	NaN	   0.68	  -0.65	   0.00	0	    6.0	NaN	NaN	    3.7	   0.70	NaN	   0.75	  -0.47	   0.00	0	   15.0	NaN	NaN	   13.5	   0.41	NaN	   0.42	  -0.65	   0.00	0	    4.0	NaN	NaN	    5.9	   0.00	NaN	   0.08	  -0.61	   0.00	--------	-1	0.00	*
8:506242	   59.0	0	   22.0	NaN	NaN	   24.0	   0.15	NaN	   0.16	  -0.95	   0.00	0	    7.0	NaN	NaN	    3.4	   1.20	NaN	   1.26	  -1.33	   0.00	0	   18.0	NaN	NaN	   13.9	   0.75	NaN	   0.77	  -1.10	   0.00	0	   12.0	NaN	NaN	    5.6	   1.48	NaN	   1.89	  -0.50	   0.00	--------	-1	0.00	*
plasmid-2-micron:1255	 1274.0	0	  635.0	NaN	NaN	  599.9	   1.06	NaN	   1.10	  -0.57	   0.69	0	   91.0	NaN	NaN	   84.0	   0.58	NaN	   0.63	  -0.67	   0.69	0	  333.0	NaN	NaN	  382.5	   0.00	NaN	   0.00	  -0.73	   0.69	0	  215.0	NaN	NaN	  187.4	   1.20	NaN	   1.59	  -0.66	   0.69	--------	-1	0.00	*
plasmid-2-micron:4544	 1191.0	0	  621.0	NaN	NaN	  599.9	   0.66	NaN	   0.70	  -0.53	   0.52	0	   65.0	NaN	NaN	   82.7	   0.01	NaN	   0.01	  -0.70	   0.52	0	  361.0	NaN	NaN	  379.1	   0.08	NaN	   0.08	  -0.61	   0.52	0	  144.0	NaN	NaN	  186.4	  -0.00	NaN	   0.00	  -0.56	   0.52	--------	-1	0.00	*
plasmid-2-micron:6100	  917.0	0	  445.0	NaN	NaN	  599.9	   0.00	NaN	   0.00	  -0.49	   0.00	0	   62.0	NaN	NaN	   82.7	   0.00	NaN	   0.00	  -0.81	   0.00	0	  238.0	NaN	NaN	  365.7	   0.00	NaN	   0.00	  -0.66	   0.00	0	  172.0	NaN	NaN	  183.7	   0.01	NaN	   0.09	  -0.66	   0.00	--------	-1	0.00	*
