	Peak Strength	-50_plus	-49_plus	-48_plus	-47_plus	-46_plus	-45_plus	-44_plus	-43_plus	-42_plus	-41_plus	-40_plus	-39_plus	-38_plus	-37_plus	-36_plus	-35_plus	-34_plus	-33_plus	-32_plus	-31_plus	-30_plus	-29_plus	-28_plus	-27_plus	-26_plus	-25_plus	-24_plus	-23_plus	-22_plus	-21_plus	-20_plus	-19_plus	-18_plus	-17_plus	-16_plus	-15_plus	-14_plus	-13_plus	-12_plus	-11_plus	-10_plus	-9_plus	-8_plus	-7_plus	-6_plus	-5_plus	-4_plus	-3_plus	-2_plus	-1_plus	0_plus	1_plus	2_plus	3_plus	4_plus	5_plus	6_plus	7_plus	8_plus	9_plus	10_plus	11_plus	12_plus	13_plus	14_plus	15_plus	16_plus	17_plus	18_plus	19_plus	20_plus	21_plus	22_plus	23_plus	24_plus	25_plus	26_plus	27_plus	28_plus	29_plus	30_plus	31_plus	32_plus	33_plus	34_plus	35_plus	36_plus	37_plus	38_plus	39_plus	40_plus	41_plus	42_plus	43_plus	44_plus	45_plus	46_plus	47_plus	48_plus	49_plus	50_plus	-50_minus	-49_minus	-48_minus	-47_minus	-46_minus	-45_minus	-44_minus	-43_minus	-42_minus	-41_minus	-40_minus	-39_minus	-38_minus	-37_minus	-36_minus	-35_minus	-34_minus	-33_minus	-32_minus	-31_minus	-30_minus	-29_minus	-28_minus	-27_minus	-26_minus	-25_minus	-24_minus	-23_minus	-22_minus	-21_minus	-20_minus	-19_minus	-18_minus	-17_minus	-16_minus	-15_minus	-14_minus	-13_minus	-12_minus	-11_minus	-10_minus	-9_minus	-8_minus	-7_minus	-6_minus	-5_minus	-4_minus	-3_minus	-2_minus	-1_minus	0_minus	1_minus	2_minus	3_minus	4_minus	5_minus	6_minus	7_minus	8_minus	9_minus	10_minus	11_minus	12_minus	13_minus	14_minus	15_minus	16_minus	17_minus	18_minus	19_minus	20_minus	21_minus	22_minus	23_minus	24_minus	25_minus	26_minus	27_minus	28_minus	29_minus	30_minus	31_minus	32_minus	33_minus	34_minus	35_minus	36_minus	37_minus	38_minus	39_minus	40_minus	41_minus	42_minus	43_minus	44_minus	45_minus	46_minus	47_minus	48_minus	49_minus	50_minus
447	78.08333333333333	16.708136	93.313161	21.07859	279.681588	38.818298	8.740908	89.2006	4.370454	98.457294	72.492464	0.0	29.561604	0.0	21.07859	55.526434	12.595575	94.08684	375.817843	594.5847	92.797374	216.703712	17.223922	84.830146	29.819497	41.899286	29.819497	12.595575	16.966029	42.15718	0.0	55.526434	25.19115	12.853468	4.370454	4.11256	8.483014	586.861634	206.93123	105.908736	107.198202	126.729432	174.546532	12.595575	0.0	0.0	63.23577	8.483014	8.483014	60.412675	25.449044	54.752755	16.966029	135.728234	110.27919	306.162205	208.220696	71.976677	16.966029	16.966029	0.0	4.11256	0.0	8.225122	0.0	4.370454	0.0	12.595575	0.0	12.595575	4.370454	8.483014	8.225122	0.0	0.0	0.0	4.11256	0.0	16.966029	0.0	4.11256	4.11256	4.11256	0.0	0.0	4.370454	0.0	0.0	0.0	4.370454	4.11256	8.483014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.306818	0.0	8.806748	8.250035	30.545262	0.0	29.988548	42.363601	0.0	8.528392	33.556853	8.528392	0.0	4.125018	29.988548	38.795296	8.250035	33.83521	0.0	38.51694	12.653409	8.528392	34.948636	29.710192	21.1818	12.375052	12.653409	59.69874	37.960227	366.164121	266.835014	63.545402	4.125018	17.33514	29.431836	38.51694	76.755524	107.579142	63.545402	20.625088	55.573723	617.334136	736.174904	390.079156	199.442952	94.36902	216.499735	85.840628	8.528392	30.266905	8.250035	34.113566	29.988548	88.573863	42.363601	76.19881	46.210262	0.0	42.920314	307.30045	25.585174	76.755524	119.397481	498.771724	192.5847	72.073793	13.210122	58.863671	154.624473	38.238584	8.250035	17.33514	110.590733	8.250035	75.920454	67.670419	167.556238	21.1818	25.585174	147.71589	319.675502	450.612966	429.709522	50.613636	1065.77058	413.487809	59.977097	4.125018	4.403374	38.795296	13.210122	4.125018	16.50007	12.931766	8.528392	114.71575	0.0	12.653409	29.710192	29.710192	63.267045
524	54.095041322314046	1554.183189	134.954554	220.300486	343.17525	603.325608	55.526434	29.819497	8.483014	25.449044	12.853468	34.189952	34.189952	8.225122	4.370454	21.336483	0.0	45.753954	12.595575	20.820696	4.11256	30.077391	50.898088	0.0	12.853468	20.820696	0.0	4.11256	12.595575	13.111362	0.0	4.11256	0.0	0.0	0.0	8.225122	8.225122	168.886612	37.528833	64.267342	132.389352	42.415073	126.471539	207.189124	114.133857	4.11256	16.966029	4.370454	12.595575	4.11256	42.15718	4.370454	16.966029	12.337682	8.483014	16.966029	8.483014	8.483014	21.336483	4.11256	4.370454	0.0	4.11256	0.0	25.19115	8.225122	21.336483	8.740908	0.0	4.11256	25.449044	8.483014	0.0	0.0	4.11256	4.11256	0.0	0.0	12.853468	0.0	0.0	25.96483	21.336483	4.11256	29.303712	8.483014	114.907536	207.447018	236.492836	47.04342	16.966029	0.0	42.415073	0.0	33.158379	0.0	0.0	4.370454	8.740908	0.0	8.483014	0.0	4.125018	4.125018	0.0	4.403374	4.403374	20.903444	8.806748	216.778092	148.55096	114.994107	42.641958	0.0	4.403374	0.0	4.125018	16.50007	0.0	59.977097	29.988548	76.477167	4.125018	8.806748	131.772534	16.778427	102.340698	588.73737	64.102114	250.334944	208.528056	51.448706	12.653409	21.460157	4.125018	8.806748	29.988548	34.391922	29.988548	21.460157	0.0	4.403374	63.823758	8.528392	4.125018	8.806748	12.653409	4.403374	12.653409	0.0	8.528392	8.528392	25.306818	0.0	8.250035	0.0	17.056783	30.545262	13.210122	76.755524	1222.849931	352.953999	319.953859	85.005558	93.53395	77.312236	156.244282	8.806748	59.142028	12.931766	42.641958	77.590593	37.960227	175.24956	68.227132	0.0	21.1818	16.778427	33.83521	17.33514	38.51694	8.528392	21.738514	42.085244	13.210122	12.653409	34.670279	25.306818	72.073793	59.142028	21.738514	59.977097	47.323688	25.028462	63.267045	47.045332	187.902969	212.653074	105.35229	72.630506	94.925733	21.1818	37.960227
446	71.74110032362461	20.820696	21.594376	46.527633	4.370454	67.864116	42.15718	4.11256	105.650842	20.820696	92.023694	21.594376	64.009449	246.523209	71.460891	29.819497	54.236968	85.088039	8.740908	38.302512	291.761376	21.594376	225.960406	114.649644	180.966401	20.562804	214.898459	160.145704	17.223922	67.34833	4.370454	80.459692	8.483014	8.483014	152.178476	12.853468	16.708136	93.055267	92.53948	279.423694	325.693434	516.69021	528.512105	20.820696	54.236968	132.905139	41.641394	16.966029	103.84559	93.571054	79.943905	33.932058	182.771653	24.933258	80.975479	25.96483	54.752755	88.942706	38.302512	424.666516	177.111733	89.458492	67.090437	12.337682	105.135056	97.425721	46.527633	80.459692	0.0	12.853468	12.595575	0.0	25.19115	12.595575	25.449044	16.966029	0.0	8.740908	16.966029	8.483014	0.0	12.853468	25.706937	37.528833	29.303712	16.708136	93.313161	21.07859	279.681588	38.818298	8.740908	89.2006	4.370454	98.457294	72.492464	0.0	29.561604	0.0	21.07859	55.526434	12.595575	94.08684	12.931766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.125018	0.0	0.0	4.403374	0.0	0.0	4.403374	0.0	0.0	4.125018	8.528392	0.0	4.403374	0.0	4.125018	0.0	0.0	0.0	8.528392	0.0	4.125018	25.863531	0.0	8.528392	34.391922	0.0	29.710192	8.250035	0.0	16.778427	16.50007	4.403374	0.0	8.250035	20.625088	4.125018	8.806748	42.641958	50.891992	21.460157	132.88596	16.778427	34.113566	12.375052	4.125018	4.125018	33.556853	17.33514	38.51694	16.778427	0.0	34.391922	21.460157	8.528392	106.744072	17.33514	38.51694	292.976902	790.6352	132.05089	8.250035	47.045332	72.35215	115.55082	261.596571	8.250035	17.056783	12.653409	12.653409	8.528392	8.528392	29.431836	86.397341	17.33514	8.528392	17.056783	25.306818	0.0	8.806748	8.250035	30.545262	0.0	29.988548	42.363601	0.0	8.528392	33.556853	8.528392	0.0	4.125018	29.988548	38.795296	8.250035
1006	36.33159268929504	25.449044	47.04342	29.819497	563.475736	190.996775	117.988525	58.865316	42.15718	121.843192	12.595575	78.912332	109.50551	51.15598	55.784328	33.416272	46.785527	4.370454	46.26974	16.708136	38.560406	4.11256	20.820696	751.377792	245.74953	58.607422	12.337682	30.077391	110.537082	8.483014	4.11256	8.225122	93.055267	46.527633	30.335284	33.674165	25.19115	127.503112	525.933173	352.174052	42.672966	58.607422	87.911134	21.07859	24.933258	4.370454	38.302512	4.11256	4.11256	12.595575	8.225122	33.674165	8.483014	4.11256	8.225122	8.483014	12.853468	12.853468	21.07859	63.23577	20.820696	38.302512	8.225122	38.044619	71.460891	58.607422	75.573452	21.336483	21.07859	17.223922	38.560406	21.336483	8.483014	24.933258	0.0	8.225122	168.112932	320.033515	41.899286	201.529204	37.786725	16.450243	33.158379	55.010648	25.19115	20.820696	68.637796	84.056466	140.098687	24.933258	325.177649	24.675364	62.977876	0.0	58.349529	245.233743	42.15718	71.460891	45.753954	4.11256	46.785527	12.337682	4.125018	4.125018	4.403374	16.778427	12.653409	12.375052	4.125018	0.0	0.0	0.0	4.125018	0.0	0.0	0.0	0.0	0.0	8.528392	0.0	4.403374	12.653409	0.0	0.0	4.125018	0.0	25.863531	0.0	4.125018	8.528392	38.238584	4.125018	0.0	4.403374	8.528392	0.0	0.0	8.528392	0.0	8.250035	8.250035	0.0	21.460157	12.931766	47.323688	12.653409	21.460157	12.931766	413.487809	172.744352	4.125018	106.187359	34.113566	34.113566	17.33514	25.306818	12.653409	20.903444	50.33528	80.880541	25.585174	29.153479	42.085244	179.096221	191.74963	220.624752	47.602045	21.460157	25.306818	8.528392	50.891992	47.045332	25.863531	98.21568	0.0	8.250035	38.795296	8.528392	26.141888	55.295366	8.528392	17.33514	25.306818	12.931766	8.250035	59.977097	16.778427	0.0	12.653409	0.0	20.903444	20.903444	17.056783	4.403374	0.0	4.403374	25.306818	26.141888	34.113566	34.113566	39.073653	30.545262	511.146776
523	91.17355371900827	0.0	4.11256	4.11256	0.0	4.370454	16.708136	0.0	4.370454	4.370454	8.740908	12.853468	25.706937	16.966029	25.19115	17.223922	71.718784	4.370454	118.246418	110.021296	25.19115	30.077391	8.225122	21.336483	8.483014	12.853468	24.933258	0.0	8.483014	8.740908	4.11256	20.820696	8.740908	12.853468	12.595575	4.11256	0.0	80.201798	1554.183189	134.954554	220.300486	343.17525	603.325608	55.526434	29.819497	8.483014	25.449044	12.853468	34.189952	34.189952	8.225122	4.370454	21.336483	0.0	45.753954	12.595575	20.820696	4.11256	30.077391	50.898088	0.0	12.853468	20.820696	0.0	4.11256	12.595575	13.111362	0.0	4.11256	0.0	0.0	0.0	8.225122	8.225122	168.886612	37.528833	64.267342	132.389352	42.415073	126.471539	207.189124	114.133857	4.11256	16.966029	4.370454	12.595575	4.11256	42.15718	4.370454	16.966029	12.337682	8.483014	16.966029	8.483014	8.483014	21.336483	4.11256	4.370454	0.0	4.11256	0.0	25.19115	8.528392	0.0	0.0	4.125018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.403374	0.0	4.125018	0.0	4.125018	8.528392	0.0	0.0	0.0	4.403374	0.0	0.0	8.528392	0.0	4.125018	13.210122	0.0	0.0	4.125018	4.403374	4.125018	8.806748	4.125018	4.125018	4.125018	0.0	4.403374	4.403374	20.903444	8.806748	216.778092	148.55096	114.994107	42.641958	0.0	4.403374	0.0	4.125018	16.50007	0.0	59.977097	29.988548	76.477167	4.125018	8.806748	131.772534	16.778427	102.340698	588.73737	64.102114	250.334944	208.528056	51.448706	12.653409	21.460157	4.125018	8.806748	29.988548	34.391922	29.988548	21.460157	0.0	4.403374	63.823758	8.528392	4.125018	8.806748	12.653409	4.403374	12.653409	0.0	8.528392	8.528392	25.306818	0.0	8.250035	0.0	17.056783	30.545262	13.210122	76.755524	1222.849931	352.953999	319.953859	85.005558	93.53395	77.312236
1094	44.62591687041565	21.07859	25.449044	8.483014	21.594376	17.223922	4.370454	41.899286	12.853468	66.574651	46.527633	16.450243	4.11256	12.595575	8.225122	17.223922	76.347131	51.15598	12.337682	89.2006	8.483014	4.11256	25.706937	8.740908	12.337682	13.111362	20.820696	4.370454	46.785527	55.010648	21.336483	87.911134	42.415073	29.819497	43.188752	71.976677	266.570226	592.521554	370.68744	801.515931	358.851814	164.516158	12.853468	25.96483	0.0	8.483014	59.123209	17.223922	0.0	38.818298	4.11256	16.966029	20.562804	4.370454	62.46209	140.35658	29.045818	12.853468	274.279561	70.945104	12.595575	4.370454	8.483014	16.708136	4.11256	4.370454	8.740908	16.966029	12.853468	8.483014	16.450243	12.595575	0.0	4.370454	29.819497	0.0	0.0	0.0	4.370454	0.0	0.0	0.0	4.11256	4.370454	17.223922	4.11256	17.223922	13.111362	8.483014	25.19115	0.0	0.0	20.562804	0.0	12.337682	0.0	4.11256	17.223922	8.740908	12.853468	37.786725	0.0	0.0	4.403374	42.641958	4.125018	46.488618	4.403374	4.403374	29.431836	42.085244	237.959892	228.039718	12.653409	0.0	98.772394	4.403374	17.056783	33.83521	21.460157	4.125018	4.403374	8.250035	13.210122	59.420384	12.653409	17.056783	4.403374	47.045332	8.528392	17.056783	25.585174	4.403374	4.403374	4.125018	12.653409	4.125018	29.988548	21.1818	4.125018	21.1818	25.863531	0.0	119.119124	4.403374	81.158898	219.23297	29.153479	97.380611	21.460157	0.0	29.988548	16.778427	30.266905	4.125018	33.83521	51.727062	21.738514	21.460157	0.0	33.83521	77.312236	123.244142	389.294417	209.641482	327.925538	325.192302	633.834206	25.306818	0.0	84.727202	25.306818	25.585174	64.102114	46.766975	4.125018	51.170349	29.710192	8.806748	12.931766	71.51708	42.920314	17.33514	34.113566	59.977097	33.556853	45.653549	0.0	29.988548	17.056783	0.0	42.920314	4.125018	4.125018	25.863531	12.653409	42.085244	8.528392	16.778427	16.778427	12.653409	29.431836	29.988548
1007	55.46736292428199	352.174052	42.672966	58.607422	87.911134	21.07859	24.933258	4.370454	38.302512	4.11256	4.11256	12.595575	8.225122	33.674165	8.483014	4.11256	8.225122	8.483014	12.853468	12.853468	21.07859	63.23577	20.820696	38.302512	8.225122	38.044619	71.460891	58.607422	75.573452	21.336483	21.07859	17.223922	38.560406	21.336483	8.483014	24.933258	0.0	8.225122	168.112932	320.033515	41.899286	201.529204	37.786725	16.450243	33.158379	55.010648	25.19115	20.820696	68.637796	84.056466	140.098687	24.933258	325.177649	24.675364	62.977876	0.0	58.349529	245.233743	42.15718	71.460891	45.753954	4.11256	46.785527	12.337682	8.740908	4.370454	12.595575	12.853468	12.853468	4.11256	12.595575	4.11256	0.0	0.0	0.0	0.0	8.225122	4.370454	4.370454	0.0	0.0	0.0	29.561604	0.0	4.11256	0.0	8.225122	0.0	4.370454	4.370454	12.337682	4.370454	4.370454	0.0	4.11256	4.370454	0.0	4.370454	4.11256	0.0	0.0	0.0	8.250035	0.0	21.460157	12.931766	47.323688	12.653409	21.460157	12.931766	413.487809	172.744352	4.125018	106.187359	34.113566	34.113566	17.33514	25.306818	12.653409	20.903444	50.33528	80.880541	25.585174	29.153479	42.085244	179.096221	191.74963	220.624752	47.602045	21.460157	25.306818	8.528392	50.891992	47.045332	25.863531	98.21568	0.0	8.250035	38.795296	8.528392	26.141888	55.295366	8.528392	17.33514	25.306818	12.931766	8.250035	59.977097	16.778427	0.0	12.653409	0.0	20.903444	20.903444	17.056783	4.403374	0.0	4.403374	25.306818	26.141888	34.113566	34.113566	39.073653	30.545262	511.146776	43.477027	640.414102	127.925872	382.664191	319.397146	67.670419	76.755524	29.710192	12.931766	291.863476	4.125018	4.125018	25.028462	8.250035	42.641958	8.806748	21.738514	8.250035	12.653409	47.323688	29.153479	51.170349	4.125018	21.1818	38.795296	59.69874	29.988548	38.51694	34.113566	0.0	46.766975	29.988548	21.460157	42.641958	46.488618	0.0	22.01687	8.528392
189	35.58638743455497	0.0	0.0	4.370454	0.0	0.0	8.483014	0.0	8.740908	8.225122	12.337682	59.381102	32.900486	8.483014	8.225122	63.493662	30.077391	38.302512	940.325152	248.314731	111.05287	16.708136	21.336483	33.674165	4.11256	34.447845	4.370454	4.370454	21.336483	0.0	21.07859	0.0	4.370454	4.11256	12.595575	8.225122	211.301684	384.042965	127.503112	641.098603	131.099886	38.044619	8.483014	8.483014	16.708136	0.0	46.26974	8.483014	4.11256	8.225122	4.370454	12.853468	4.11256	8.483014	93.571054	37.528833	38.560406	47.04342	0.0	0.0	34.189952	0.0	12.595575	8.225122	0.0	0.0	16.450243	4.370454	20.820696	4.11256	4.11256	4.370454	16.966029	0.0	0.0	8.225122	12.337682	30.077391	0.0	0.0	33.932058	0.0	29.819497	12.595575	12.595575	4.11256	17.223922	4.11256	33.416272	4.370454	16.966029	0.0	17.223922	47.301313	0.0	12.853468	12.853468	8.483014	0.0	29.561604	0.0	17.223922	0.0	0.0	0.0	0.0	12.931766	0.0	4.125018	4.403374	4.125018	0.0	0.0	4.125018	0.0	0.0	12.931766	4.125018	0.0	0.0	0.0	8.250035	0.0	21.460157	25.863531	25.028462	8.806748	13.210122	0.0	4.403374	8.528392	0.0	25.306818	4.403374	8.250035	12.931766	8.806748	0.0	21.1818	20.903444	8.250035	8.250035	175.24956	64.102114	88.573863	242.919979	600.277352	64.380471	38.51694	8.250035	8.528392	8.528392	0.0	8.528392	0.0	4.125018	42.641958	17.056783	16.778427	47.880401	17.33514	8.250035	12.653409	131.772534	47.323688	387.067565	572.515656	71.51708	103.175768	0.0	29.710192	29.431836	4.125018	12.931766	29.431836	37.960227	42.920314	21.1818	17.056783	21.1818	12.653409	8.528392	59.977097	17.056783	106.465716	47.323688	67.948776	4.125018	80.602184	21.1818	42.363601	93.255594	76.19881	29.988548	102.062342	80.323828	51.170349	67.670419	13.210122	114.437394	4.125018	20.903444	67.948776
1188	71.48251748251748	21.07859	8.225122	4.11256	16.966029	25.19115	16.708136	92.281588	54.236968	51.413874	46.527633	304.614845	51.15598	390.99235	21.336483	156.291037	12.337682	12.595575	46.26974	0.0	33.416272	17.223922	55.010648	12.853468	0.0	4.11256	4.370454	21.85227	4.370454	42.415073	131.357779	55.784328	117.988525	12.853468	21.336483	12.595575	4.370454	16.966029	88.684813	186.110534	343.17525	110.794976	21.336483	0.0	240.605396	8.483014	8.483014	89.2006	29.561604	8.483014	38.044619	4.370454	113.360178	47.301313	168.628719	50.898088	97.425721	59.123209	143.695462	72.492464	59.381102	8.740908	12.853468	137.275593	20.820696	13.111362	71.202998	34.705738	4.370454	84.572252	25.449044	4.370454	17.223922	12.337682	38.302512	8.225122	20.820696	4.11256	8.483014	76.862918	0.0	13.111362	30.077391	29.819497	21.336483	16.708136	88.169026	42.672966	4.11256	41.899286	12.595575	12.595575	63.493662	0.0	8.740908	33.932058	12.853468	12.853468	8.225122	47.04342	8.483014	4.11256	0.0	4.125018	0.0	4.125018	4.125018	0.0	0.0	0.0	0.0	0.0	0.0	17.33514	0.0	0.0	0.0	4.403374	4.125018	4.403374	104.795576	8.806748	47.602045	21.1818	12.653409	13.210122	12.653409	68.783845	0.0	8.806748	4.403374	0.0	13.210122	8.528392	21.460157	8.250035	47.045332	25.585174	81.71561	273.743597	590.078822	102.340698	29.988548	0.0	25.585174	4.125018	21.1818	16.778427	0.0	4.125018	0.0	0.0	0.0	4.403374	0.0	13.210122	17.33514	4.125018	26.420244	0.0	4.125018	34.391922	17.33514	0.0	67.670419	84.727202	93.812306	37.960227	64.380471	63.267045	0.0	12.653409	77.03388	4.125018	12.375052	38.795296	63.545402	12.931766	76.477167	0.0	0.0	64.380471	25.306818	0.0	8.528392	12.653409	4.125018	0.0	20.625088	50.891992	16.50007	42.920314	21.460157	17.056783	21.460157	25.585174	34.670279	0.0	8.250035	42.920314	4.403374	12.931766	33.83521
205	71.72972972972973	12.853468	29.819497	8.740908	8.483014	0.0	12.853468	37.786725	25.449044	29.303712	33.416272	67.864116	123.132658	21.594376	144.984928	131.357779	33.674165	42.415073	16.708136	43.188752	117.472738	16.708136	25.96483	29.819497	0.0	88.42692	4.370454	38.302512	123.132658	194.335656	135.728234	335.723809	211.817472	46.527633	24.933258	12.595575	139.840794	135.212447	204.881816	541.623466	24.933258	96.652042	16.966029	0.0	16.966029	4.370454	16.708136	4.370454	8.483014	4.370454	4.11256	4.370454	0.0	33.674165	0.0	30.077391	71.976677	13.111362	50.640194	4.11256	25.449044	4.11256	17.223922	16.708136	4.11256	0.0	0.0	4.11256	0.0	4.370454	16.966029	4.11256	0.0	0.0	8.225122	12.595575	0.0	16.708136	0.0	0.0	4.370454	12.853468	4.370454	0.0	0.0	4.370454	0.0	4.370454	0.0	0.0	0.0	0.0	0.0	4.370454	0.0	4.370454	4.11256	0.0	4.370454	4.370454	4.11256	0.0	8.806748	8.528392	4.125018	0.0	0.0	4.403374	0.0	12.375052	8.528392	4.125018	17.056783	0.0	0.0	4.125018	12.653409	16.50007	4.125018	8.806748	38.51694	37.68187	8.806748	17.33514	8.528392	0.0	0.0	12.653409	4.403374	8.250035	0.0	0.0	4.403374	0.0	20.625088	0.0	21.1818	118.562412	51.170349	140.579282	302.897076	25.863531	17.613496	20.903444	0.0	12.931766	51.448706	98.772394	199.442952	20.903444	30.266905	12.931766	0.0	38.51694	0.0	17.056783	0.0	21.460157	102.619054	12.931766	55.295366	34.113566	73.187219	148.55096	144.704299	426.976288	529.038629	217.056448	50.613636	126.53409	114.159038	17.33514	55.295366	12.653409	8.528392	4.125018	42.085244	43.477027	25.585174	8.528392	25.028462	38.238584	34.391922	25.306818	4.125018	16.50007	12.653409	0.0	0.0	29.988548	12.375052	12.931766	12.931766	8.806748	4.125018	4.403374	8.528392	29.710192	17.056783	4.125018	16.778427	0.0	12.931766
