-57	0	0
-56	0	0
-55	0	0
-54	0	0
-53	0	0
-52	0	0
-51	0	0
-50	0	1
-49	0	1
-48	0	0
-47	0	0
-46	0	0
-45	0	0
-44	0	0
-43	0	0
-42	0	0
-41	0	0
-40	1	0
-39	1	0
-38	1	0
-37	1	0
-36	3	1
-35	2	2
-34	5	1
-33	4	2
-32	6	2
-31	6	3
-30	5	3
-29	5	3
-28	5	4
-27	4	3
-26	5	4
-25	7	5
-24	8	7
-23	9	7
-22	10	5
-21	8	5
-20	12	2
-19	8	2
-18	9	2
-17	4	2
-16	5	4
-15	3	4
-14	2	3
-13	4	2
-12	6	3
-11	8	2
-10	10	3
-9	6	7
-8	3	7
-7	3	5
-6	3	6
-5	6	6
-4	13	5
-3	7	7
-2	0	0
-1	0	0
0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	1
6	2	2
7	2	6
8	2	4
9	2	5
10	5	3
11	6	4
12	6	5
13	8	4
14	8	2
15	2	3
16	2	5
17	2	6
18	4	3
19	2	3
20	3	3
21	6	3
22	3	2
23	0	1
24	0	1
25	0	0
26	1	0
27	0	0
28	0	1
29	0	2
30	0	2
31	0	1
32	0	1
33	0	1
34	0	1
35	0	0
36	0	0
37	0	0
38	0	0
39	0	0
40	0	0
41	0	1
42	0	1
43	0	2
44	0	1
45	0	1
46	0	1
47	0	1
48	0	1
49	0	1
50	0	0
51	0	0
52	0	0
53	1	0
54	1	0
55	0	0
56	0	0
57	0	0
