Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
1:59389	  377.0	1	  225.0	NaN	NaN	   44.9	  80.17	NaN	  80.78	  -0.64	   0.10	1	   33.0	NaN	NaN	    8.9	   9.06	NaN	   9.37	  -0.54	   0.10	1	   27.0	NaN	NaN	    6.8	   8.09	NaN	   8.35	  -0.66	   0.10	1	   92.0	NaN	NaN	   29.2	  19.45	NaN	  19.93	  -0.70	   0.10	--------	-1	0.00	*
10:57704	  295.0	1	  171.0	NaN	NaN	   26.2	  77.28	NaN	  77.88	  -0.54	   0.50	1	   22.0	NaN	NaN	    3.0	  11.52	NaN	  11.86	  -0.65	   0.50	1	   22.0	NaN	NaN	    2.9	  11.82	NaN	  12.17	  -0.37	   0.50	1	   80.0	NaN	NaN	   13.9	  32.80	NaN	  33.38	  -0.45	   0.50	--------	-1	0.00	*
10:64535	  120.0	1	   50.0	NaN	NaN	   26.5	   4.41	NaN	   4.52	  -0.62	   0.00	1	   25.0	NaN	NaN	    3.0	  14.11	NaN	  14.50	  -0.47	   0.00	1	    8.0	NaN	NaN	    2.5	   2.30	NaN	   2.41	  -0.79	   0.00	1	   37.0	NaN	NaN	   13.7	   6.60	NaN	   6.81	  -0.77	   0.00	--------	-1	0.00	*
10:125133	  755.0	1	  415.0	NaN	NaN	   23.1	 999.00	NaN	 999.00	  -0.65	   0.12	1	  105.0	NaN	NaN	    5.1	  95.14	NaN	  96.35	  -0.62	   0.12	1	   88.0	NaN	NaN	    2.6	  97.65	NaN	  98.95	  -0.65	   0.12	1	  147.0	NaN	NaN	   20.1	  72.55	NaN	  73.45	  -0.54	   0.12	--------	-1	0.00	*
10:458426	  341.0	1	  169.0	NaN	NaN	   34.8	  58.66	NaN	  59.17	  -0.60	   0.45	1	   31.0	NaN	NaN	    4.5	  15.18	NaN	  15.60	  -0.48	   0.45	1	   33.0	NaN	NaN	    5.3	  14.76	NaN	  15.20	  -0.56	   0.45	1	  108.0	NaN	NaN	   22.4	  37.38	NaN	  38.02	  -0.57	   0.45	--------	-1	0.00	*
10:634527	   89.0	0	   29.0	NaN	NaN	   21.9	   1.03	NaN	   1.08	  -0.57	   0.00	1	   29.0	NaN	NaN	    4.4	  13.82	NaN	  14.20	  -0.93	   0.00	1	   16.0	NaN	NaN	    4.1	   4.98	NaN	   5.18	  -1.02	   0.00	0	   15.0	NaN	NaN	   17.5	   0.10	NaN	   0.12	  -1.06	   0.00	--------	-1	0.00	*
11:74433	  141.0	1	   69.0	NaN	NaN	   42.3	   3.91	NaN	   4.00	  -0.64	   0.00	0	    9.0	NaN	NaN	    9.4	   0.20	NaN	   0.23	  -0.86	   0.00	0	   11.0	NaN	NaN	    7.4	   0.85	NaN	   0.90	  -0.75	   0.00	1	   52.0	NaN	NaN	   28.8	   4.03	NaN	   4.19	  -0.76	   0.00	--------	-1	0.00	*
11:74995	  490.0	1	  177.0	NaN	NaN	   42.9	  51.73	NaN	  52.22	  -0.56	   0.38	1	  120.0	NaN	NaN	   10.2	  81.19	NaN	  82.32	  -0.75	   0.38	1	   60.0	NaN	NaN	    8.0	  30.49	NaN	  31.25	  -0.67	   0.38	1	  133.0	NaN	NaN	   29.0	  43.61	NaN	  44.32	  -0.46	   0.38	--------	-1	0.00	*
11:106303	  225.0	1	   93.0	NaN	NaN	   24.8	  24.84	NaN	  25.14	  -0.60	   0.21	1	   45.0	NaN	NaN	    3.4	  32.77	NaN	  33.56	  -0.62	   0.21	1	   42.0	NaN	NaN	    3.6	  28.88	NaN	  29.57	  -0.41	   0.21	1	   45.0	NaN	NaN	   16.1	   8.30	NaN	   8.56	  -0.83	   0.21	--------	-1	0.00	*
11:133692	  286.0	1	  150.0	NaN	NaN	   23.5	  66.76	NaN	  67.32	  -0.63	   0.12	1	   31.0	NaN	NaN	    3.8	  17.05	NaN	  17.52	  -0.69	   0.12	1	   18.0	NaN	NaN	    2.7	   8.82	NaN	   9.11	  -0.47	   0.12	1	   87.0	NaN	NaN	   16.8	  32.45	NaN	  33.02	  -0.59	   0.12	--------	-1	0.00	*
11:223213	   85.0	1	   49.0	NaN	NaN	   22.5	   5.92	NaN	   6.05	  -0.51	   0.00	1	   12.0	NaN	NaN	    3.4	   3.51	NaN	   3.65	  -0.39	   0.00	0	    7.0	NaN	NaN	    2.7	   1.58	NaN	   1.67	  -1.06	   0.00	0	   17.0	NaN	NaN	   14.5	   0.48	NaN	   0.54	  -0.32	   0.00	--------	-1	0.00	*
11:265103	  266.0	1	  108.0	NaN	NaN	   26.0	  32.31	NaN	  32.66	  -0.87	   0.14	1	   53.0	NaN	NaN	    4.1	  38.09	NaN	  38.95	  -0.64	   0.14	1	   50.0	NaN	NaN	    4.6	  32.34	NaN	  33.15	  -0.82	   0.14	1	   55.0	NaN	NaN	   16.7	  12.63	NaN	  12.97	  -0.64	   0.14	--------	-1	0.00	*
11:284590	   99.0	1	   43.0	NaN	NaN	   22.5	   4.01	NaN	   4.11	  -0.45	   0.00	1	   24.0	NaN	NaN	    3.6	  11.72	NaN	  12.06	  -0.71	   0.00	0	    6.0	NaN	NaN	    3.5	   0.81	NaN	   0.87	  -1.10	   0.00	0	   26.0	NaN	NaN	   16.5	   1.62	NaN	   1.73	  -0.52	   0.00	--------	-1	0.00	*
11:463325	  599.0	1	  327.0	NaN	NaN	   37.2	 183.80	NaN	 184.65	  -0.61	   0.22	1	   58.0	NaN	NaN	    3.6	  47.06	NaN	  47.99	  -0.69	   0.22	1	   43.0	NaN	NaN	    3.3	  31.23	NaN	  32.03	  -0.55	   0.22	1	  171.0	NaN	NaN	   19.3	  96.76	NaN	  97.78	  -0.59	   0.22	--------	-1	0.00	*
11:595968	   76.0	1	   37.0	NaN	NaN	   22.5	   2.44	NaN	   2.51	  -0.41	   0.00	1	   11.0	NaN	NaN	    3.4	   2.97	NaN	   3.09	  -0.77	   0.00	0	    3.0	NaN	NaN	    2.7	   0.27	NaN	   0.29	  -0.97	   0.00	0	   25.0	NaN	NaN	   14.5	   2.00	NaN	   2.11	  -0.43	   0.00	--------	-1	0.00	*
11:620714	  516.0	1	  213.0	NaN	NaN	   24.2	 120.16	NaN	 120.84	  -0.69	   0.06	1	   43.0	NaN	NaN	    4.2	  27.01	NaN	  27.67	  -0.64	   0.06	1	   58.0	NaN	NaN	    2.7	  53.33	NaN	  54.37	  -0.70	   0.06	1	  202.0	NaN	NaN	   17.8	 133.77	NaN	 134.85	  -0.69	   0.06	--------	-1	0.00	*
12:68790	  344.0	1	  185.0	NaN	NaN	   38.0	  64.32	NaN	  64.86	  -0.56	   0.00	1	   19.0	NaN	NaN	    5.1	   5.57	NaN	   5.77	  -0.68	   0.00	1	   25.0	NaN	NaN	    4.6	  10.18	NaN	  10.50	  -0.54	   0.00	1	  115.0	NaN	NaN	   24.4	  38.79	NaN	  39.45	  -0.58	   0.00	--------	-1	0.00	*
12:69157	  325.0	1	  151.0	NaN	NaN	   38.7	  41.50	NaN	  41.94	  -0.42	   0.00	1	   36.0	NaN	NaN	    5.2	  17.53	NaN	  18.01	  -0.76	   0.00	1	   43.0	NaN	NaN	    4.8	  25.05	NaN	  25.68	  -0.42	   0.00	1	   95.0	NaN	NaN	   25.2	  25.33	NaN	  25.84	  -0.53	   0.00	--------	-1	0.00	*
12:232551	  169.0	1	   54.0	NaN	NaN	   26.9	   5.43	NaN	   5.55	  -0.51	   0.27	1	   37.0	NaN	NaN	    3.3	  24.96	NaN	  25.56	  -0.54	   0.27	1	   40.0	NaN	NaN	    2.7	  30.87	NaN	  31.64	  -0.59	   0.27	1	   38.0	NaN	NaN	   18.7	   4.06	NaN	   4.23	  -0.58	   0.27	--------	-1	0.00	*
12:349809	  272.0	1	  109.0	NaN	NaN	   34.8	  22.92	NaN	  23.21	  -0.59	   0.13	1	   52.0	NaN	NaN	    5.2	  32.20	NaN	  32.97	  -0.42	   0.13	1	   40.0	NaN	NaN	    3.0	  29.40	NaN	  30.10	  -0.52	   0.13	1	   71.0	NaN	NaN	   25.3	  12.79	NaN	  13.13	  -0.59	   0.13	--------	-1	0.00	*
12:403266	 1828.0	1	  933.0	NaN	NaN	   31.4	 999.00	NaN	 999.00	  -0.59	   0.08	1	  221.0	NaN	NaN	    5.2	 265.65	NaN	 267.90	  -0.67	   0.08	1	  196.0	NaN	NaN	    4.0	 248.00	NaN	 250.25	  -0.71	   0.08	1	  478.0	NaN	NaN	   27.6	 999.00	NaN	 999.00	  -0.57	   0.08	--------	-1	0.00	*
12:424163	  139.0	1	   53.0	NaN	NaN	   23.8	   6.59	NaN	   6.74	  -0.54	   0.27	1	   32.0	NaN	NaN	    4.3	  16.65	NaN	  17.10	  -0.61	   0.27	1	   16.0	NaN	NaN	    2.6	   7.47	NaN	   7.74	  -0.51	   0.27	1	   38.0	NaN	NaN	   17.8	   4.52	NaN	   4.70	  -0.65	   0.27	--------	-1	0.00	*
12:426913	  224.0	1	  122.0	NaN	NaN	   22.3	  47.66	NaN	  48.14	  -0.68	   0.02	0	    7.0	NaN	NaN	    3.3	   1.20	NaN	   1.27	  -0.62	   0.02	1	    8.0	NaN	NaN	    2.6	   2.16	NaN	   2.27	  -1.15	   0.02	1	   87.0	NaN	NaN	   16.0	  33.96	NaN	  34.56	  -0.76	   0.02	--------	-1	0.00	*
12:605763	  172.0	1	   80.0	NaN	NaN	   23.8	  18.84	NaN	  19.10	  -0.51	   0.20	1	   26.0	NaN	NaN	    3.6	  13.41	NaN	  13.78	  -0.63	   0.20	1	   32.0	NaN	NaN	    4.0	  17.54	NaN	  18.01	  -0.51	   0.20	1	   34.0	NaN	NaN	   17.6	   3.31	NaN	   3.46	  -0.45	   0.20	--------	-1	0.00	*
12:834706	  160.0	1	   94.0	NaN	NaN	   27.5	  22.44	NaN	  22.73	  -0.42	   0.41	1	   17.0	NaN	NaN	    4.5	   5.13	NaN	   5.31	  -0.65	   0.41	1	   15.0	NaN	NaN	    2.9	   6.17	NaN	   6.40	  -0.43	   0.41	1	   34.0	NaN	NaN	   17.8	   3.26	NaN	   3.40	  -0.38	   0.41	--------	-1	0.00	*
12:884116	  398.0	1	  208.0	NaN	NaN	   24.7	 113.70	NaN	 114.35	  -0.69	   0.12	1	   34.0	NaN	NaN	    4.5	  17.80	NaN	  18.29	  -0.74	   0.12	1	   40.0	NaN	NaN	    3.1	  28.76	NaN	  29.43	  -0.86	   0.12	1	  116.0	NaN	NaN	   16.6	  55.55	NaN	  56.31	  -0.65	   0.12	--------	-1	0.00	*
13:64487	  136.0	1	   56.0	NaN	NaN	   31.8	   4.07	NaN	   4.17	  -0.50	   0.00	1	   25.0	NaN	NaN	    6.0	   7.95	NaN	   8.22	  -0.57	   0.00	1	   23.0	NaN	NaN	    4.8	   8.48	NaN	   8.77	  -0.68	   0.00	0	   32.0	NaN	NaN	   24.0	   1.08	NaN	   1.16	  -0.45	   0.00	--------	-1	0.00	*
13:140817	   83.0	1	   50.0	NaN	NaN	   22.7	   6.16	NaN	   6.30	  -0.46	   0.00	1	   10.0	NaN	NaN	    3.3	   2.59	NaN	   2.68	  -0.53	   0.00	0	    3.0	NaN	NaN	    3.1	   0.21	NaN	   0.23	  -2.00	   0.00	0	   20.0	NaN	NaN	   15.6	   0.73	NaN	   0.80	  -0.56	   0.00	--------	-1	0.00	*
13:181101	  326.0	1	  157.0	NaN	NaN	   25.3	  68.27	NaN	  68.84	  -0.59	   0.47	1	   30.0	NaN	NaN	    3.4	  17.43	NaN	  17.91	  -0.76	   0.47	1	   28.0	NaN	NaN	    2.7	  18.09	NaN	  18.59	  -0.56	   0.47	1	  111.0	NaN	NaN	   16.1	  52.49	NaN	  53.24	  -0.55	   0.47	--------	-1	0.00	*
