Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
5:570674	  131.0	0	   29.0	NaN	NaN	   23.3	   0.81	NaN	   0.85	  -0.61	   0.00	0	   39.0	NaN	NaN	   29.8	   1.18	NaN	   1.21	  -0.53	   0.00	0	   46.0	NaN	NaN	   33.2	   1.66	NaN	   1.69	  -0.79	   0.00	0	   17.0	NaN	NaN	    8.1	   1.29	NaN	   2.37	  -0.84	   0.00	--------	-1	0.00	*
8:538399	   87.0	0	   24.0	NaN	NaN	   29.5	   0.04	NaN	   0.06	  -1.08	   0.00	0	   27.0	NaN	NaN	   46.2	  -0.02	NaN	   0.00	  -0.90	   0.00	0	   32.0	NaN	NaN	   42.9	  -0.01	NaN	   0.02	  -1.21	   0.00	0	    4.0	NaN	NaN	    7.7	  -0.14	NaN	   0.02	  -1.70	   0.00	--------	-1	0.00	*
mit:25935	  116.0	0	   43.9	NaN	NaN	   33.7	   1.25	NaN	   1.30	  -1.06	   0.00	0	   24.6	NaN	NaN	   24.1	   0.32	NaN	   0.34	  -0.86	   0.00	0	   44.9	NaN	NaN	   32.9	   1.56	NaN	   1.60	  -0.93	   0.00	0	    2.6	NaN	NaN	    3.4	  -0.15	NaN	   0.18	  -0.73	   0.00	--------	-1	0.00	*
plasmid-2-micron:362	 2065.7	0	  561.0	NaN	NaN	  775.0	  -0.01	NaN	   0.00	  -0.76	   0.00	0	  563.8	NaN	NaN	  803.9	  -0.01	NaN	  -0.00	  -0.76	   0.00	0	  711.6	NaN	NaN	 1063.9	  -0.01	NaN	  -0.00	  -0.69	   0.00	0	  229.3	NaN	NaN	  343.8	  -0.01	NaN	   0.00	  -0.99	   0.00	--------	-1	0.00	*
plasmid-2-micron:683	 2440.3	0	  685.0	NaN	NaN	  775.0	  -0.02	NaN	   0.00	  -0.63	   0.00	0	  624.2	NaN	NaN	  802.3	  -0.02	NaN	   0.00	  -0.70	   0.00	0	  872.4	NaN	NaN	 1069.3	  -0.02	NaN	   0.00	  -0.62	   0.00	0	  258.7	NaN	NaN	  336.3	  -0.02	NaN	   0.00	  -0.81	   0.00	--------	-1	0.00	*
plasmid-2-micron:1001	 1679.8	0	  479.3	NaN	NaN	  775.0	  -0.01	NaN	  -0.00	  -0.67	   0.00	0	  451.1	NaN	NaN	  789.2	  -0.00	NaN	  -0.00	  -0.69	   0.00	0	  552.9	NaN	NaN	 1017.7	  -0.00	NaN	  -0.00	  -0.62	   0.00	0	  196.5	NaN	NaN	  336.3	  -0.00	NaN	   0.00	  -0.78	   0.00	--------	-1	0.00	*
plasmid-2-micron:1297	 2193.2	0	  588.7	NaN	NaN	  775.0	  -0.02	NaN	   0.00	  -0.75	   0.00	0	  585.9	NaN	NaN	  802.5	  -0.02	NaN	   0.00	  -0.76	   0.00	0	  760.1	NaN	NaN	 1073.2	  -0.02	NaN	  -0.00	  -0.70	   0.00	0	  258.5	NaN	NaN	  336.3	  -0.02	NaN	   0.00	  -0.84	   0.00	--------	-1	0.00	*
plasmid-2-micron:4545	 1984.7	0	  465.6	NaN	NaN	  775.0	  -0.00	NaN	  -0.00	  -0.76	   0.29	0	  547.9	NaN	NaN	  798.3	  -0.01	NaN	  -0.00	  -0.68	   0.29	0	  745.2	NaN	NaN	 1020.4	  -0.01	NaN	  -0.00	  -0.66	   0.29	0	  226.1	NaN	NaN	  336.3	  -0.01	NaN	   0.00	  -0.85	   0.29	--------	-1	0.00	*
plasmid-2-micron:4740	  920.3	0	  216.4	NaN	NaN	  775.0	  -0.00	NaN	  -0.00	  -0.58	   0.29	0	  238.1	NaN	NaN	  789.2	  -0.00	NaN	  -0.00	  -0.49	   0.29	0	  319.8	NaN	NaN	 1017.7	  -0.00	NaN	  -0.00	  -0.50	   0.29	0	  145.9	NaN	NaN	  336.3	  -0.00	NaN	  -0.00	  -0.85	   0.29	--------	-1	0.00	*
plasmid-2-micron:6118	 1909.0	0	  550.0	NaN	NaN	  775.0	  -0.01	NaN	  -0.00	  -0.50	   0.00	0	  494.0	NaN	NaN	  789.2	  -0.01	NaN	  -0.00	  -0.47	   0.00	0	  631.0	NaN	NaN	 1017.7	  -0.01	NaN	  -0.00	  -0.43	   0.00	0	  234.0	NaN	NaN	  336.3	  -0.01	NaN	   0.00	  -0.62	   0.00	--------	-1	0.00	*
