Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
1:60278	 1914.0	1	  273.0	NaN	NaN	   30.1	 157.14	NaN	 157.73	  -0.82	   0.12	1	 1008.0	NaN	NaN	   41.8	 999.00	NaN	 999.00	  -0.68	   0.12	1	  615.0	NaN	NaN	   38.8	 999.00	NaN	 999.00	  -0.77	   0.12	0	   18.0	NaN	NaN	    9.3	   1.10	NaN	   2.14	  -0.61	   0.12	--------	-1	0.00	*
10:10588	  209.0	0	   31.0	NaN	NaN	   22.0	   1.35	NaN	   1.40	  -0.91	   0.00	1	  114.0	NaN	NaN	   24.5	  38.61	NaN	  38.72	  -1.01	   0.00	1	   60.0	NaN	NaN	   28.7	   6.55	NaN	   6.64	  -0.92	   0.00	0	    4.0	NaN	NaN	    7.8	  -0.13	NaN	   0.02	  -0.62	   0.00	--------	-1	0.00	*
10:11686	  137.0	0	   30.0	NaN	NaN	   22.0	   1.18	NaN	   1.23	  -0.94	   0.00	1	   80.0	NaN	NaN	   24.5	  18.30	NaN	  18.38	  -0.92	   0.00	0	   26.0	NaN	NaN	   28.7	   0.12	NaN	   0.14	  -0.80	   0.00	0	    1.0	NaN	NaN	    7.8	  -0.05	NaN	   0.00	  -4.00	   0.00	--------	-1	0.00	*
10:15207	 2505.5	1	  424.4	NaN	NaN	   24.3	 999.00	NaN	 999.00	  -0.83	   0.00	1	 1544.2	NaN	NaN	   25.7	 999.00	NaN	 999.00	  -0.62	   0.00	1	  529.0	NaN	NaN	   28.7	 999.00	NaN	 999.00	  -0.76	   0.00	0	    7.9	NaN	NaN	    7.8	  -0.09	NaN	   0.28	  -0.81	   0.00	--------	-1	0.00	*
10:15402	  610.5	1	  125.6	NaN	NaN	   24.9	  45.92	NaN	  46.32	  -0.56	   0.00	1	  346.8	NaN	NaN	   25.4	 255.51	NaN	 255.79	  -0.50	   0.00	1	  133.0	NaN	NaN	   29.6	  43.80	NaN	  44.02	  -0.55	   0.00	0	    5.1	NaN	NaN	    7.8	  -0.19	NaN	   0.10	  -0.68	   0.00	--------	-1	0.00	*
10:25431	  243.0	0	   35.0	NaN	NaN	   25.1	   1.39	NaN	   1.44	  -0.75	   0.22	1	  110.0	NaN	NaN	   24.5	  35.96	NaN	  36.07	  -0.94	   0.22	1	   90.0	NaN	NaN	   31.1	  17.14	NaN	  17.29	  -0.86	   0.22	0	    8.0	NaN	NaN	    8.9	  -0.14	NaN	   0.18	  -1.28	   0.22	--------	-1	0.00	*
10:148793	  711.0	1	  101.0	NaN	NaN	   23.4	  31.56	NaN	  31.91	  -0.89	   0.09	1	  338.0	NaN	NaN	   25.3	 246.26	NaN	 246.54	  -0.85	   0.09	1	  262.0	NaN	NaN	   31.6	 142.04	NaN	 142.37	  -0.86	   0.09	0	   10.0	NaN	NaN	    9.4	  -0.06	NaN	   0.33	  -0.73	   0.09	--------	-1	0.00	*
11:74474	  160.0	0	   27.0	NaN	NaN	   24.1	   0.49	NaN	   0.52	  -0.91	   0.00	1	   74.0	NaN	NaN	   30.9	  10.36	NaN	  10.43	  -1.06	   0.00	1	   57.0	NaN	NaN	   33.3	   3.87	NaN	   3.94	  -1.00	   0.00	0	    2.0	NaN	NaN	    8.2	  -0.08	NaN	   0.00	  -1.45	   0.00	--------	-1	0.00	*
11:237745	  445.0	1	   69.0	NaN	NaN	   24.2	  12.86	NaN	  13.10	  -0.84	   0.18	1	  269.0	NaN	NaN	   34.0	 140.91	NaN	 141.16	  -0.82	   0.18	1	   98.0	NaN	NaN	   42.1	  12.73	NaN	  12.86	  -0.87	   0.18	0	    9.0	NaN	NaN	    9.2	  -0.09	NaN	   0.25	  -0.66	   0.18	--------	-1	0.00	*
11:587135	13788.0	1	 2065.0	NaN	NaN	   44.7	 999.00	NaN	 999.00	  -0.59	   0.07	1	 7396.0	NaN	NaN	   79.4	 999.00	NaN	 999.00	  -0.57	   0.07	1	 4289.0	NaN	NaN	   68.7	 999.00	NaN	 999.00	  -0.55	   0.07	1	   38.0	NaN	NaN	   11.6	   7.59	NaN	   9.15	  -1.14	   0.07	--------	-1	0.00	*
11:636330	  490.0	1	  125.0	NaN	NaN	   24.1	  46.67	NaN	  47.08	  -0.88	   0.14	1	  215.0	NaN	NaN	   30.9	 102.43	NaN	 102.64	  -0.97	   0.14	1	  142.0	NaN	NaN	   33.3	  43.52	NaN	  43.74	  -0.93	   0.14	0	    8.0	NaN	NaN	    8.1	  -0.10	NaN	   0.25	  -0.68	   0.14	--------	-1	0.00	*
11:641145	 1012.0	1	  118.0	NaN	NaN	   25.0	  40.20	NaN	  40.58	  -0.91	   0.16	1	  478.0	NaN	NaN	   37.6	 999.00	NaN	 999.00	  -0.71	   0.16	1	  405.0	NaN	NaN	   38.4	 256.49	NaN	 256.93	  -0.69	   0.16	0	   11.0	NaN	NaN	    8.1	   0.10	NaN	   0.71	  -0.67	   0.16	--------	-1	0.00	*
