Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
1:59382	  117.0	1	   25.0	NaN	NaN	    9.8	   3.83	NaN	   4.48	  -0.52	   0.00	1	   25.0	NaN	NaN	    5.1	   9.37	NaN	   9.70	  -0.55	   0.00	1	   55.0	NaN	NaN	   10.9	  20.28	NaN	  20.73	  -0.76	   0.00	0	   12.0	NaN	NaN	    5.6	   1.50	NaN	   1.89	  -0.53	   0.00	--------	-1	0.00	*
10:57689	   87.0	0	   10.0	NaN	NaN	    9.1	   0.21	NaN	   0.37	  -0.71	   0.37	1	   21.0	NaN	NaN	    4.1	   8.24	NaN	   8.53	  -0.60	   0.37	1	   41.0	NaN	NaN	    9.0	  13.86	NaN	  14.18	  -0.59	   0.37	1	   15.0	NaN	NaN	    5.5	   2.67	NaN	   3.25	  -0.71	   0.37	--------	-1	0.00	*
10:125105	  117.0	1	   23.0	NaN	NaN	    8.4	   3.92	NaN	   4.59	  -0.64	   0.00	1	   24.0	NaN	NaN	    5.6	   7.89	NaN	   8.16	  -0.71	   0.00	1	   59.0	NaN	NaN	    8.3	  28.83	NaN	  29.44	  -0.74	   0.00	0	   11.0	NaN	NaN	    5.3	   1.32	NaN	   1.68	  -0.48	   0.00	--------	-1	0.00	*
10:538052	   40.0	0	   11.0	NaN	NaN	    8.5	   0.38	NaN	   0.63	  -0.61	   0.00	0	    7.0	NaN	NaN	    4.1	   0.82	NaN	   0.91	  -0.63	   0.00	1	   17.0	NaN	NaN	    7.9	   2.36	NaN	   2.50	  -0.66	   0.00	0	    5.0	NaN	NaN	    4.7	   0.12	NaN	   0.29	  -0.56	   0.00	--------	-1	0.00	*
11:133710	   91.0	0	   18.0	NaN	NaN	   10.4	   1.32	NaN	   1.70	  -0.52	   0.35	1	   28.0	NaN	NaN	    4.4	  12.79	NaN	  13.28	  -0.69	   0.35	1	   32.0	NaN	NaN	    8.1	   9.45	NaN	   9.72	  -0.70	   0.35	1	   13.0	NaN	NaN	    4.8	   2.31	NaN	   2.83	  -0.65	   0.35	--------	-1	0.00	*
11:463301	  204.0	1	   25.0	NaN	NaN	    9.1	   4.23	NaN	   4.95	  -0.82	   0.11	1	   50.0	NaN	NaN	    4.2	  34.05	NaN	  34.97	  -0.72	   0.11	1	  100.0	NaN	NaN	   10.2	  60.40	NaN	  61.37	  -0.73	   0.11	1	   29.0	NaN	NaN	    6.0	   9.95	NaN	  10.87	  -0.58	   0.11	--------	-1	0.00	*
11:620730	  114.0	0	   12.0	NaN	NaN	    8.8	   0.49	NaN	   0.75	  -0.50	   0.01	1	   35.0	NaN	NaN	    4.5	  18.42	NaN	  19.08	  -0.61	   0.01	1	   56.0	NaN	NaN	    8.1	  26.90	NaN	  27.45	  -0.60	   0.01	0	   11.0	NaN	NaN	    5.6	   1.22	NaN	   1.57	  -0.79	   0.01	--------	-1	0.00	*
12:403271	  115.0	1	   21.0	NaN	NaN	    9.1	   2.78	NaN	   3.31	  -0.70	   0.33	1	   30.0	NaN	NaN	    5.7	  11.63	NaN	  12.07	  -0.51	   0.33	1	   44.0	NaN	NaN	   11.7	  12.03	NaN	  12.32	  -0.65	   0.33	1	   20.0	NaN	NaN	    5.0	   5.70	NaN	   6.48	  -0.73	   0.33	--------	-1	0.00	*
12:424192	   81.0	0	   11.0	NaN	NaN	    8.7	   0.36	NaN	   0.58	  -0.69	   0.00	1	   24.0	NaN	NaN	    5.3	   8.36	NaN	   8.67	  -0.67	   0.00	1	   44.0	NaN	NaN	    9.6	  14.90	NaN	  15.23	  -0.66	   0.00	0	    2.0	NaN	NaN	    4.7	  -0.04	NaN	   0.02	  -0.89	   0.00	--------	-1	0.00	*
12:834765	   37.0	0	   10.0	NaN	NaN	    8.7	   0.24	NaN	   0.42	  -0.88	   0.00	0	    6.0	NaN	NaN	    4.5	   0.44	NaN	   0.53	  -0.53	   0.00	1	   16.0	NaN	NaN	    7.8	   2.03	NaN	   2.17	  -1.07	   0.00	0	    5.0	NaN	NaN	    5.1	   0.10	NaN	   0.24	  -0.88	   0.00	--------	-1	0.00	*
