Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
1:60470	  146.6	1	   58.0	NaN	NaN	    8.9	  25.91	NaN	  27.17	  -0.81	   0.00	1	   20.1	NaN	NaN	    5.6	   5.53	NaN	   6.30	  -0.82	   0.00	1	   56.0	NaN	NaN	    8.6	  25.75	NaN	  26.33	  -0.80	   0.00	1	   12.6	NaN	NaN	    3.4	   2.33	NaN	   4.19	  -0.77	   0.00	--------	-1	0.00	*
1:60494	  147.6	1	   25.4	NaN	NaN	    8.9	   4.99	NaN	   5.62	  -0.84	   0.00	1	   14.9	NaN	NaN	    5.6	   2.46	NaN	   3.15	  -0.92	   0.00	1	  107.3	NaN	NaN	    8.6	  76.26	NaN	  77.08	  -0.78	   0.00	0	    0.0	NaN	NaN	    3.4	  -0.08	NaN	   0.01	  -0.99	   0.00	--------	-1	0.00	*
1:60684	   76.8	0	    7.7	NaN	NaN	    9.0	   0.07	NaN	   0.17	  -0.68	   0.00	0	    2.0	NaN	NaN	    5.2	  -0.03	NaN	   0.05	  -0.23	   0.00	1	   65.7	NaN	NaN	    8.6	  34.04	NaN	  34.69	  -0.82	   0.00	0	    1.4	NaN	NaN	    3.3	  -0.06	NaN	   0.07	  -0.05	   0.00	--------	-1	0.00	*
10:445065	  203.0	1	   61.0	NaN	NaN	    8.6	  28.87	NaN	  30.42	  -0.73	   0.24	1	   16.0	NaN	NaN	    4.5	   3.94	NaN	   4.68	  -0.80	   0.24	1	  119.0	NaN	NaN	    8.6	  88.39	NaN	  89.25	  -0.69	   0.24	0	    7.0	NaN	NaN	    2.1	   1.10	NaN	   2.26	  -0.70	   0.24	--------	-1	0.00	*
11:171084	  287.0	1	   59.0	NaN	NaN	   11.1	  22.20	NaN	  23.36	  -0.62	   0.27	1	   20.0	NaN	NaN	    4.6	   6.14	NaN	   6.96	  -0.64	   0.27	1	  199.0	NaN	NaN	   11.7	 163.23	NaN	 164.78	  -0.62	   0.27	0	    9.0	NaN	NaN	    2.5	   1.61	NaN	   2.99	  -0.57	   0.27	--------	-1	0.00	*
11:333881	  406.0	1	   73.6	NaN	NaN	    9.1	  38.49	NaN	  40.35	  -0.72	   0.00	1	   52.9	NaN	NaN	    4.6	  34.61	NaN	  36.47	  -0.71	   0.00	1	  273.1	NaN	NaN	    8.0	 304.68	NaN	 306.54	  -0.58	   0.00	0	    6.4	NaN	NaN	    2.2	   1.09	NaN	   2.17	  -0.74	   0.00	--------	-1	0.00	*
12:213720	  225.0	1	   40.0	NaN	NaN	   11.6	   9.47	NaN	  10.22	  -0.61	   0.12	1	   28.0	NaN	NaN	    3.9	  13.32	NaN	  14.57	  -0.79	   0.12	1	  149.0	NaN	NaN	   11.2	 108.10	NaN	 109.11	  -0.73	   0.12	0	    8.0	NaN	NaN	    4.2	   0.43	NaN	   1.18	  -1.01	   0.12	--------	-1	0.00	*
13:652637	  215.0	1	   48.0	NaN	NaN	   10.1	  16.18	NaN	  17.26	  -0.62	   0.29	1	   30.0	NaN	NaN	    3.4	  16.65	NaN	  18.03	  -0.55	   0.29	1	  131.0	NaN	NaN	    9.4	  97.44	NaN	  98.39	  -0.65	   0.29	0	    6.0	NaN	NaN	    4.1	   0.12	NaN	   0.64	  -0.79	   0.29	--------	-1	0.00	*
15:210561	   92.0	1	   29.0	NaN	NaN	    7.9	   7.48	NaN	   8.16	  -0.65	   0.45	0	   10.0	NaN	NaN	    3.6	   1.76	NaN	   2.36	  -0.91	   0.45	1	   49.0	NaN	NaN	    6.3	  25.79	NaN	  26.39	  -0.78	   0.45	0	    4.0	NaN	NaN	    2.3	   0.15	NaN	   0.69	  -0.46	   0.45	--------	-1	0.00	*
16:420303	  113.0	1	   40.0	NaN	NaN	    8.6	  13.27	NaN	  14.22	  -0.61	   0.34	0	    8.0	NaN	NaN	    4.4	   0.62	NaN	   1.12	  -0.52	   0.34	1	   59.0	NaN	NaN	    7.3	  31.78	NaN	  32.41	  -0.72	   0.34	0	    6.0	NaN	NaN	    2.3	   0.62	NaN	   1.52	  -1.72	   0.34	--------	-1	0.00	*
