Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
1:34679	  133.0	0	    2.0	NaN	NaN	    2.8	  -0.16	NaN	   0.11	  -4.00	   0.04	1	   44.0	NaN	NaN	    5.5	  23.79	NaN	  24.35	  -0.93	   0.04	1	   86.0	NaN	NaN	    3.8	  81.20	NaN	  81.94	  -0.87	   0.04	0	    1.0	NaN	NaN	    2.7	  -0.17	NaN	   0.03	  -4.00	   0.04	--------	-1	0.00	*
1:173322	   77.0	0	    2.0	NaN	NaN	    2.8	  -0.14	NaN	   0.11	  -1.59	   0.10	1	   37.0	NaN	NaN	    3.0	  26.01	NaN	  26.61	  -0.68	   0.10	1	   37.0	NaN	NaN	    3.6	  23.75	NaN	  24.25	  -0.57	   0.10	0	    1.0	NaN	NaN	    2.3	  -0.20	NaN	   0.04	  -4.00	   0.10	--------	-1	0.00	*
10:248935	   58.0	0	    8.0	NaN	NaN	    3.1	   0.86	NaN	   1.82	  -0.34	   0.36	1	   25.0	NaN	NaN	    4.6	  10.06	NaN	  10.45	  -0.65	   0.36	1	   24.0	NaN	NaN	    3.8	  11.01	NaN	  11.40	  -0.74	   0.36	0	    1.0	NaN	NaN	    3.8	  -0.10	NaN	   0.01	  -4.00	   0.36	--------	-1	0.00	*
10:603852	  132.0	0	    4.0	NaN	NaN	    3.8	  -0.09	NaN	   0.28	  -0.53	   0.00	1	   43.0	NaN	NaN	    7.3	  18.24	NaN	  18.74	  -0.45	   0.00	1	   81.0	NaN	NaN	    6.2	  58.82	NaN	  59.44	  -0.20	   0.00	0	    4.0	NaN	NaN	    3.1	  -0.05	NaN	   0.42	  -0.72	   0.00	--------	-1	0.00	*
10:604150	  196.0	0	    0.0	NaN	NaN	    3.7	  -0.12	NaN	   0.01	  -0.88	   0.00	1	   45.0	NaN	NaN	    7.3	  19.79	NaN	  20.31	  -0.72	   0.00	1	  149.8	NaN	NaN	    6.2	 145.97	NaN	 146.92	  -0.73	   0.00	0	    1.3	NaN	NaN	    2.8	  -0.18	NaN	   0.11	  -0.54	   0.00	--------	-1	0.00	*
10:604159	  158.0	0	    5.0	NaN	NaN	    3.7	   0.02	NaN	   0.51	  -0.85	   0.00	1	   75.0	NaN	NaN	    7.3	  47.95	NaN	  48.66	  -0.80	   0.00	1	   74.2	NaN	NaN	    6.2	  52.24	NaN	  52.82	  -0.66	   0.00	0	    3.7	NaN	NaN	    2.8	  -0.08	NaN	   0.50	  -0.38	   0.00	--------	-1	0.00	*
11:27475	   49.0	0	    2.0	NaN	NaN	    3.1	  -0.14	NaN	   0.09	  -1.24	   0.00	1	   23.0	NaN	NaN	    3.7	  10.50	NaN	  10.91	  -0.72	   0.00	1	   18.0	NaN	NaN	    5.2	   4.69	NaN	   5.05	  -0.46	   0.00	0	    6.0	NaN	NaN	    2.9	   0.19	NaN	   1.14	  -0.60	   0.00	--------	-1	0.00	*
11:636350	  350.5	0	    0.0	NaN	NaN	    3.7	  -0.11	NaN	   0.01	  -0.71	   0.03	1	  138.1	NaN	NaN	    3.3	 166.60	NaN	 167.98	  -0.87	   0.03	1	  204.4	NaN	NaN	    5.5	 235.13	NaN	 236.51	  -0.78	   0.03	0	    8.0	NaN	NaN	    2.8	   0.55	NaN	   2.11	  -0.62	   0.03	--------	-1	0.00	*
11:636406	  249.5	1	   27.0	NaN	NaN	    3.7	  12.30	NaN	  14.16	  -0.63	   0.03	1	   76.9	NaN	NaN	    3.3	  73.57	NaN	  74.47	  -0.83	   0.03	1	  145.6	NaN	NaN	    5.5	 146.98	NaN	 147.99	  -0.73	   0.03	0	    0.0	NaN	NaN	    2.8	  -0.13	NaN	   0.03	  -0.70	   0.03	--------	-1	0.00	*
12:93413	   95.0	0	    4.0	NaN	NaN	    3.1	   0.02	NaN	   0.42	  -0.77	   0.11	1	   33.0	NaN	NaN	    3.3	  20.81	NaN	  21.35	  -0.78	   0.11	1	   57.0	NaN	NaN	    4.9	  38.76	NaN	  39.32	  -0.78	   0.11	0	    1.0	NaN	NaN	    3.7	  -0.13	NaN	   0.01	  -4.00	   0.11	--------	-1	0.00	*
