Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
1:34622	  234.0	1	   25.0	NaN	NaN	    7.1	   6.46	NaN	   6.86	  -0.92	   0.00	1	  117.0	NaN	NaN	   24.4	  40.72	NaN	  40.95	  -0.96	   0.00	1	   77.0	NaN	NaN	   17.0	  25.48	NaN	  25.84	  -0.96	   0.00	0	   15.0	NaN	NaN	   26.0	  -0.13	NaN	   0.00	  -0.90	   0.00	--------	-1	0.00	*
1:57577	  501.3	1	   18.8	NaN	NaN	    9.0	   2.37	NaN	   2.60	  -0.95	   0.00	1	  406.2	NaN	NaN	   31.6	 289.96	NaN	 290.59	  -0.81	   0.00	1	   66.1	NaN	NaN	   19.4	  16.49	NaN	  16.74	  -1.00	   0.00	0	   10.1	NaN	NaN	   33.4	  -0.02	NaN	   0.00	  -0.79	   0.00	--------	-1	0.00	*
1:57788	  163.7	0	    6.2	NaN	NaN	    8.5	   0.08	NaN	   0.13	  -0.36	   0.00	1	  113.8	NaN	NaN	   25.2	  37.32	NaN	  37.54	  -0.43	   0.00	0	   28.9	NaN	NaN	   18.1	   1.90	NaN	   1.97	  -0.55	   0.00	0	   14.9	NaN	NaN	   34.1	  -0.04	NaN	   0.00	  -0.48	   0.00	--------	-1	0.00	*
1:60491	 1272.3	1	   97.6	NaN	NaN	    8.2	  66.62	NaN	  68.01	  -0.85	   0.00	1	  702.6	NaN	NaN	   25.7	 999.00	NaN	 999.00	  -0.62	   0.00	1	  342.1	NaN	NaN	   17.3	 304.10	NaN	 305.35	  -0.75	   0.00	1	  130.1	NaN	NaN	   39.0	  29.14	NaN	  30.47	  -0.83	   0.00	--------	-1	0.00	*
1:60696	 1915.7	1	   85.4	NaN	NaN	    9.5	  49.47	NaN	  50.58	  -1.08	   0.00	1	 1332.4	NaN	NaN	   32.5	 999.00	NaN	 999.00	  -0.66	   0.00	1	  379.9	NaN	NaN	   20.6	 999.00	NaN	 999.00	  -0.88	   0.00	1	  117.9	NaN	NaN	   37.1	  24.34	NaN	  25.59	  -0.96	   0.00	--------	-1	0.00	*
1:173165	  462.0	1	   22.0	NaN	NaN	    7.1	   4.91	NaN	   5.26	  -0.99	   0.03	1	  348.0	NaN	NaN	   24.4	 262.46	NaN	 263.06	  -0.77	   0.03	1	   58.0	NaN	NaN	   17.0	  14.05	NaN	  14.27	  -1.07	   0.03	0	   34.0	NaN	NaN	   25.3	   0.59	NaN	   1.25	  -0.87	   0.03	--------	-1	0.00	*
10:57774	  289.0	1	   36.0	NaN	NaN	    9.6	   9.83	NaN	  10.30	  -0.84	   0.21	1	  115.0	NaN	NaN	   19.7	  47.83	NaN	  48.09	  -0.95	   0.21	1	  106.0	NaN	NaN	   17.6	  45.15	NaN	  45.63	  -0.90	   0.21	0	   32.0	NaN	NaN	   29.7	  -0.01	NaN	   0.44	  -0.74	   0.21	--------	-1	0.00	*
10:125705	  204.0	1	   45.0	NaN	NaN	    7.4	  19.43	NaN	  20.07	  -1.05	   0.25	1	   72.0	NaN	NaN	   21.0	  17.52	NaN	  17.67	  -0.89	   0.25	1	   68.0	NaN	NaN	   18.2	  18.38	NaN	  18.65	  -0.86	   0.25	0	   19.0	NaN	NaN	   28.0	  -0.19	NaN	   0.01	  -0.83	   0.25	--------	-1	0.00	*
10:321119	 1703.0	1	   86.0	NaN	NaN	    7.4	  57.41	NaN	  58.62	  -0.84	   0.17	1	 1083.0	NaN	NaN	   27.5	 999.00	NaN	 999.00	  -0.61	   0.17	1	  387.0	NaN	NaN	   19.5	 999.00	NaN	 999.00	  -0.86	   0.17	1	  147.0	NaN	NaN	   29.1	  52.00	NaN	  53.69	  -0.82	   0.17	--------	-1	0.00	*
10:375309	  335.0	1	   22.0	NaN	NaN	    9.2	   3.39	NaN	   3.66	  -0.88	   0.00	1	  218.0	NaN	NaN	   38.5	  87.36	NaN	  87.73	  -0.88	   0.00	1	   72.0	NaN	NaN	   18.8	  19.85	NaN	  20.15	  -0.95	   0.00	0	   23.0	NaN	NaN	   26.8	  -0.21	NaN	   0.10	  -0.89	   0.00	--------	-1	0.00	*
10:442298	  181.0	0	    9.0	NaN	NaN	    8.0	   0.30	NaN	   0.39	  -0.94	   0.00	1	   90.0	NaN	NaN	   23.5	  24.76	NaN	  24.94	  -1.11	   0.00	1	   46.0	NaN	NaN	   18.9	   6.87	NaN	   7.01	  -0.82	   0.00	0	   36.0	NaN	NaN	   28.8	   0.35	NaN	   0.96	  -0.77	   0.00	--------	-1	0.00	*
10:445002	 1544.8	0	   16.6	NaN	NaN	   10.0	   1.38	NaN	   1.55	  -0.63	   0.00	1	 1186.8	NaN	NaN	   22.2	 999.00	NaN	 999.00	  -0.63	   0.00	1	  258.5	NaN	NaN	   19.6	 186.98	NaN	 187.95	  -0.85	   0.00	1	   83.0	NaN	NaN	   30.5	  13.77	NaN	  14.92	  -0.96	   0.00	--------	-1	0.00	*
10:445092	 1064.2	1	  100.4	NaN	NaN	    9.7	  63.14	NaN	  64.43	  -1.05	   0.00	1	  604.2	NaN	NaN	   22.3	 999.00	NaN	 999.00	  -0.59	   0.00	1	  217.5	NaN	NaN	   19.5	 143.16	NaN	 144.09	  -0.83	   0.00	1	  142.0	NaN	NaN	   30.3	  46.63	NaN	  48.22	  -0.87	   0.00	--------	-1	0.00	*
10:458761	  240.0	0	    7.0	NaN	NaN	    8.8	   0.07	NaN	   0.11	  -0.60	   0.26	1	  178.0	NaN	NaN	   20.8	  98.67	NaN	  99.07	  -0.89	   0.26	1	   29.0	NaN	NaN	   16.6	   2.37	NaN	   2.45	  -0.79	   0.26	0	   26.0	NaN	NaN	   26.0	  -0.11	NaN	   0.28	  -0.86	   0.26	--------	-1	0.00	*
10:540398	  118.0	0	    9.0	NaN	NaN	    8.3	   0.26	NaN	   0.34	  -0.79	   0.00	1	   41.0	NaN	NaN	   19.7	   4.63	NaN	   4.72	  -0.92	   0.00	1	   50.0	NaN	NaN	   16.6	  10.38	NaN	  10.54	  -1.06	   0.00	0	   18.0	NaN	NaN	   28.4	  -0.16	NaN	   0.01	  -0.89	   0.00	--------	-1	0.00	*
10:634327	  236.0	1	   20.0	NaN	NaN	    7.4	   3.70	NaN	   4.00	  -0.95	   0.00	1	  132.0	NaN	NaN	   20.5	  59.51	NaN	  59.83	  -0.88	   0.00	1	   68.0	NaN	NaN	   20.6	  15.74	NaN	  15.97	  -0.84	   0.00	0	   16.0	NaN	NaN	   26.0	  -0.15	NaN	   0.01	  -0.82	   0.00	--------	-1	0.00	*
11:27204	  324.0	0	   17.0	NaN	NaN	    9.3	   1.65	NaN	   1.83	  -0.93	   0.31	1	  204.0	NaN	NaN	   35.7	  82.63	NaN	  82.98	  -0.87	   0.31	1	   70.0	NaN	NaN	   22.7	  14.65	NaN	  14.87	  -0.88	   0.31	0	   33.0	NaN	NaN	   27.1	   0.25	NaN	   0.83	  -0.72	   0.31	--------	-1	0.00	*
