Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
1:34665	  513.0	1	   25.0	NaN	NaN	   13.0	   2.54	NaN	   2.68	  -0.56	   0.16	1	   92.0	NaN	NaN	   35.5	  14.37	NaN	  14.68	  -0.49	   0.16	1	  381.0	NaN	NaN	   43.7	 213.11	NaN	 213.52	  -0.55	   0.16	0	   15.0	NaN	NaN	   46.2	  -0.05	NaN	   0.00	  -0.40	   0.16	--------	-1	0.00	*
1:44297	  431.0	1	   51.0	NaN	NaN	   13.3	  14.13	NaN	  14.58	  -0.49	   0.20	1	   76.0	NaN	NaN	   31.9	  10.38	NaN	  10.64	  -0.61	   0.20	1	  265.0	NaN	NaN	   43.7	 112.69	NaN	 112.94	  -0.65	   0.20	0	   39.0	NaN	NaN	   45.6	  -0.43	NaN	   0.07	  -0.58	   0.20	--------	-1	0.00	*
1:47832	  277.0	0	   18.0	NaN	NaN	   13.0	   0.88	NaN	   0.95	  -0.56	   0.00	1	   67.0	NaN	NaN	   31.9	   7.21	NaN	   7.41	  -0.47	   0.00	1	  159.0	NaN	NaN	   43.7	  40.52	NaN	  40.62	  -0.62	   0.00	0	   33.0	NaN	NaN	   40.4	  -0.40	NaN	   0.05	  -0.34	   0.00	--------	-1	0.00	*
1:104801	  389.0	1	   44.0	NaN	NaN	   13.1	  10.42	NaN	  10.80	  -0.61	   0.00	1	   72.0	NaN	NaN	   31.9	   8.92	NaN	   9.15	  -0.44	   0.00	1	  224.0	NaN	NaN	   43.7	  82.07	NaN	  82.26	  -0.67	   0.00	0	   49.0	NaN	NaN	   40.2	   0.02	NaN	   1.01	  -0.60	   0.00	--------	-1	0.00	*
1:130963	  400.0	1	   32.0	NaN	NaN	   16.9	   2.99	NaN	   3.15	  -0.47	   0.00	1	   67.0	NaN	NaN	   37.2	   5.01	NaN	   5.17	  -0.51	   0.00	1	  284.0	NaN	NaN	   50.0	 114.00	NaN	 114.25	  -0.62	   0.00	0	   17.0	NaN	NaN	   45.7	  -0.07	NaN	   0.00	  -0.88	   0.00	--------	-1	0.00	*
1:152435	  454.0	1	   35.0	NaN	NaN	   15.0	   4.89	NaN	   5.12	  -0.47	   0.12	1	   85.0	NaN	NaN	   37.3	  10.55	NaN	  10.82	  -0.58	   0.12	1	  310.0	NaN	NaN	   43.7	 149.46	NaN	 149.77	  -0.69	   0.12	0	   24.0	NaN	NaN	   50.1	  -0.11	NaN	   0.00	  -0.44	   0.12	--------	-1	0.00	*
1:173142	  667.7	1	   35.0	NaN	NaN	   13.0	   6.62	NaN	   6.89	  -0.55	   0.00	1	  162.0	NaN	NaN	   31.9	  58.76	NaN	  59.41	  -0.64	   0.00	1	  427.7	NaN	NaN	   43.7	 258.49	NaN	 258.96	  -0.68	   0.00	0	   43.0	NaN	NaN	   39.6	  -0.25	NaN	   0.58	  -0.54	   0.00	--------	-1	0.00	*
1:173282	  830.3	1	   38.0	NaN	NaN	   13.0	   7.52	NaN	   7.82	  -0.70	   0.00	1	  254.0	NaN	NaN	   31.9	 134.21	NaN	 135.06	  -0.78	   0.00	1	  532.3	NaN	NaN	   43.7	 999.00	NaN	 999.00	  -0.66	   0.00	0	    6.0	NaN	NaN	   39.6	  -0.02	NaN	   0.00	  -0.18	   0.00	--------	-1	0.00	*
10:25510	 2126.0	1	  107.0	NaN	NaN	   19.9	  41.06	NaN	  41.78	  -0.68	   0.07	1	  230.0	NaN	NaN	   41.3	  90.45	NaN	  91.19	  -0.74	   0.07	1	 1697.0	NaN	NaN	   77.1	 999.00	NaN	 999.00	  -0.69	   0.07	1	   92.0	NaN	NaN	   43.3	   8.42	NaN	  10.05	  -0.72	   0.07	--------	-1	0.00	*
10:47834	 2445.7	1	  299.5	NaN	NaN	   19.9	 232.35	NaN	 233.56	  -0.88	   0.00	1	  468.8	NaN	NaN	   41.3	 309.85	NaN	 310.95	  -0.82	   0.00	1	 1621.0	NaN	NaN	   77.1	 999.00	NaN	 999.00	  -0.66	   0.00	0	   56.5	NaN	NaN	   45.2	   0.22	NaN	   1.30	  -0.66	   0.00	--------	-1	0.00	*
