Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
1:181875	  224.0	1	  109.0	NaN	NaN	    7.9	  80.93	NaN	  81.95	  -0.34	   0.17	1	   22.0	NaN	NaN	    5.8	   5.96	NaN	   6.70	  -0.16	   0.17	1	   65.0	NaN	NaN	    8.6	  32.67	NaN	  33.89	  -0.40	   0.17	0	   28.0	NaN	NaN	   19.7	   0.47	NaN	   1.35	  -0.09	   0.17	--------	-1	0.00	*
10:203629	  111.0	1	   47.0	NaN	NaN	   15.6	   9.71	NaN	   9.94	  -0.14	   0.63	1	   19.0	NaN	NaN	    8.3	   2.54	NaN	   2.98	  -0.17	   0.63	1	   32.0	NaN	NaN	   12.1	   5.50	NaN	   5.80	  -0.16	   0.63	0	   13.0	NaN	NaN	   15.2	  -0.15	NaN	   0.13	  -0.76	   0.63	--------	-1	0.00	*
11:74384	  138.9	1	   54.1	NaN	NaN	   11.6	  19.27	NaN	  19.58	  -0.48	   0.00	1	   24.6	NaN	NaN	    6.6	   6.64	NaN	   7.44	  -0.35	   0.00	1	   41.4	NaN	NaN	    9.5	  13.55	NaN	  14.17	  -0.39	   0.00	0	   18.7	NaN	NaN	   14.1	   0.32	NaN	   0.92	  -0.15	   0.00	--------	-1	0.00	*
11:74590	   57.1	1	   33.9	NaN	NaN	   11.9	   6.78	NaN	   6.90	  -0.22	   0.00	0	    9.4	NaN	NaN	    6.9	   0.64	NaN	   0.80	  -0.14	   0.00	0	   12.6	NaN	NaN	    9.6	   0.69	NaN	   0.76	  -0.15	   0.00	0	    1.3	NaN	NaN	   14.1	  -0.01	NaN	   0.00	   0.20	   0.00	--------	-1	0.00	*
11:237790	  242.0	1	  127.0	NaN	NaN	   13.7	  74.25	NaN	  75.21	  -0.34	   0.52	1	   19.0	NaN	NaN	    7.4	   3.09	NaN	   3.61	  -0.19	   0.52	1	   62.0	NaN	NaN	   13.1	  20.98	NaN	  21.90	  -0.13	   0.52	1	   34.0	NaN	NaN	   15.0	   3.47	NaN	   4.78	  -0.17	   0.52	--------	-1	0.00	*
11:584946	  134.0	1	   47.0	NaN	NaN	    9.8	  16.75	NaN	  17.02	  -0.31	   0.45	1	   26.0	NaN	NaN	    7.0	   6.75	NaN	   7.59	  -0.22	   0.45	1	   32.0	NaN	NaN	   10.7	   6.64	NaN	   7.00	  -0.19	   0.45	1	   29.0	NaN	NaN	   14.0	   2.44	NaN	   3.51	  -0.30	   0.45	--------	-1	0.00	*
11:620685	  115.4	1	   50.2	NaN	NaN	    7.1	  25.58	NaN	  25.99	  -0.55	   0.14	1	   17.0	NaN	NaN	    6.3	   3.44	NaN	   4.00	  -0.34	   0.14	1	   30.2	NaN	NaN	    8.1	   8.71	NaN	   9.15	  -0.43	   0.14	0	   17.9	NaN	NaN	   14.0	   0.27	NaN	   0.76	  -0.41	   0.14	--------	-1	0.00	*
11:620723	  153.6	1	   60.8	NaN	NaN	    7.1	  34.43	NaN	  35.03	  -0.43	   0.14	1	   27.0	NaN	NaN	    6.3	   8.14	NaN	   9.11	  -0.36	   0.14	1	   37.8	NaN	NaN	    8.1	  13.02	NaN	  13.62	  -0.31	   0.14	1	   28.1	NaN	NaN	   14.0	   2.49	NaN	   3.51	  -0.32	   0.14	--------	-1	0.00	*
12:22040	   95.0	1	   46.0	NaN	NaN	    6.6	  22.56	NaN	  22.95	  -0.14	   0.00	1	   18.0	NaN	NaN	    6.2	   3.47	NaN	   4.07	  -0.27	   0.00	1	   25.0	NaN	NaN	    7.8	   5.79	NaN	   6.10	  -0.16	   0.00	0	    6.0	NaN	NaN	   14.9	  -0.05	NaN	   0.00	  -0.15	   0.00	--------	-1	0.00	*
12:71899	   84.0	1	   38.0	NaN	NaN	   11.6	   9.00	NaN	   9.18	  -0.21	   0.00	0	   14.0	NaN	NaN	    9.1	   0.91	NaN	   1.11	  -0.25	   0.00	0	   18.0	NaN	NaN	   13.4	   0.79	NaN	   0.87	  -0.19	   0.00	0	   14.0	NaN	NaN	   15.9	  -0.14	NaN	   0.14	  -0.39	   0.00	--------	-1	0.00	*
