-57	0	0
-56	1	0
-55	0	1
-54	1	0
-53	1	0
-52	0	0
-51	0	0
-50	0	2
-49	0	0
-48	1	0
-47	2	0
-46	0	1
-45	3	0
-44	1	1
-43	0	0
-42	1	0
-41	4	0
-40	2	1
-39	7	3
-38	6	1
-37	4	7
-36	7	3
-35	6	6
-34	1	4
-33	6	3
-32	3	5
-31	9	5
-30	7	2
-29	8	6
-28	6	11
-27	7	6
-26	3	4
-25	5	9
-24	13	5
-23	11	11
-22	13	5
-21	10	5
-20	8	4
-19	7	11
-18	11	4
-17	6	3
-16	12	6
-15	15	4
-14	10	2
-13	7	4
-12	10	1
-11	7	6
-10	6	6
-9	7	5
-8	3	8
-7	7	6
-6	3	4
-5	7	2
-4	1	0
-3	0	0
-2	0	0
-1	0	0
0	0	0
1	0	0
2	0	0
3	0	0
4	0	1
5	7	5
6	6	2
7	5	6
8	6	7
9	6	4
10	4	7
11	4	8
12	4	6
13	8	9
14	6	8
15	3	6
16	7	6
17	6	3
18	4	5
19	2	0
20	2	3
21	2	2
22	1	3
23	2	0
24	1	1
25	1	0
26	2	0
27	1	2
28	2	1
29	1	0
30	0	3
31	0	1
32	0	1
33	0	1
34	0	0
35	0	0
36	0	1
37	0	2
38	0	0
39	0	0
40	0	1
41	0	2
42	0	0
43	1	0
44	2	1
45	1	1
46	1	0
47	1	0
48	1	0
49	2	0
50	2	0
51	1	0
52	1	0
53	1	0
54	0	0
55	0	0
56	0	0
57	0	0
