Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
11:76238	  200.0	0	   24.0	NaN	NaN	   19.0	   0.73	NaN	   0.82	  -0.43	   0.08	0	   93.0	NaN	NaN	   85.4	   0.65	NaN	   0.66	  -0.60	   0.08	0	   49.0	NaN	NaN	   54.1	   0.11	NaN	   0.11	  -0.46	   0.08	0	   34.0	NaN	NaN	   25.0	   0.97	NaN	   1.30	  -0.45	   0.08	--------	-1	0.00	*
11:236396	  144.0	0	   23.0	NaN	NaN	   15.3	   1.26	NaN	   1.41	  -0.46	   0.00	0	   51.0	NaN	NaN	   49.4	   0.36	NaN	   0.37	  -0.43	   0.00	0	   46.0	NaN	NaN	   31.7	   1.97	NaN	   2.00	  -0.37	   0.00	0	   24.0	NaN	NaN	   24.4	   0.12	NaN	   0.25	  -0.30	   0.00	--------	-1	0.00	*
11:288059	   65.0	0	   12.0	NaN	NaN	   10.8	   0.35	NaN	   0.40	  -0.14	   0.00	0	   16.0	NaN	NaN	   17.5	   0.17	NaN	   0.17	  -0.46	   0.00	0	   13.0	NaN	NaN	   13.0	   0.26	NaN	   0.27	  -0.45	   0.00	0	   24.0	NaN	NaN	   17.9	   0.73	NaN	   1.01	  -0.30	   0.00	--------	-1	0.00	*
13:86295	   74.8	0	    9.9	NaN	NaN	   13.1	   0.06	NaN	   0.08	  -0.62	   0.00	0	   34.9	NaN	NaN	   24.2	   1.62	NaN	   1.63	  -0.50	   0.00	0	   21.4	NaN	NaN	   15.6	   1.12	NaN	   1.13	  -0.42	   0.00	0	    8.7	NaN	NaN	   21.3	  -0.01	NaN	   0.00	  -0.54	   0.00	--------	-1	0.00	*
13:455159	   85.0	0	   15.0	NaN	NaN	   12.7	   0.47	NaN	   0.53	  -0.36	   0.00	0	   31.0	NaN	NaN	   27.3	   0.57	NaN	   0.58	  -0.57	   0.00	0	   24.0	NaN	NaN	   16.3	   1.35	NaN	   1.37	  -0.37	   0.00	0	   15.0	NaN	NaN	   21.4	  -0.01	NaN	   0.03	  -0.59	   0.00	--------	-1	0.00	*
16:594331	   69.3	0	    8.2	NaN	NaN	   18.0	   0.00	NaN	   0.00	  -0.20	   0.00	0	   31.7	NaN	NaN	   22.1	   1.53	NaN	   1.55	  -0.43	   0.00	0	   16.9	NaN	NaN	   18.0	   0.20	NaN	   0.20	  -0.24	   0.00	0	   12.5	NaN	NaN	   25.6	  -0.01	NaN	   0.00	  -0.39	   0.00	--------	-1	0.00	*
4:903567	   67.0	0	   14.0	NaN	NaN	   11.0	   0.58	NaN	   0.66	  -0.84	   0.00	0	   18.0	NaN	NaN	   14.6	   0.65	NaN	   0.66	  -0.59	   0.00	0	   20.0	NaN	NaN	   13.1	   1.32	NaN	   1.34	  -0.46	   0.00	0	   15.0	NaN	NaN	   17.0	   0.05	NaN	   0.14	  -0.89	   0.00	--------	-1	0.00	*
4:1204287	   70.0	0	   10.0	NaN	NaN	   10.2	   0.22	NaN	   0.25	  -0.46	   0.00	0	   23.0	NaN	NaN	   14.6	   1.57	NaN	   1.59	  -0.38	   0.00	0	   17.0	NaN	NaN	   11.8	   1.03	NaN	   1.04	  -0.59	   0.00	0	   20.0	NaN	NaN	   17.3	   0.35	NaN	   0.54	  -0.51	   0.00	--------	-1	0.00	*
5:517021	   68.0	0	   15.0	NaN	NaN	   10.4	   0.86	NaN	   0.97	  -0.27	   0.00	0	   23.0	NaN	NaN	   15.5	   1.35	NaN	   1.36	  -0.46	   0.00	0	   18.0	NaN	NaN	   11.9	   1.20	NaN	   1.22	  -0.69	   0.00	0	   12.0	NaN	NaN	   17.5	  -0.01	NaN	   0.03	  -0.36	   0.00	--------	-1	0.00	*
6:132246	   68.0	0	   15.0	NaN	NaN	    9.8	   1.00	NaN	   1.13	  -0.43	   0.00	0	   20.0	NaN	NaN	   12.0	   1.64	NaN	   1.66	  -0.45	   0.00	0	   17.0	NaN	NaN	    9.9	   1.59	NaN	   1.61	  -0.48	   0.00	0	   16.0	NaN	NaN	   18.8	   0.03	NaN	   0.11	  -0.37	   0.00	--------	-1	0.00	*
7:26892	   60.4	0	    8.3	NaN	NaN	   11.8	   0.06	NaN	   0.08	  -0.52	   0.00	0	   24.2	NaN	NaN	   16.4	   1.52	NaN	   1.54	  -0.52	   0.00	0	   14.4	NaN	NaN	   12.0	   0.63	NaN	   0.64	  -0.66	   0.00	0	   13.5	NaN	NaN	   17.2	   0.02	NaN	   0.09	  -0.39	   0.00	--------	-1	0.00	*
7:1078282	   55.9	0	    9.2	NaN	NaN	   10.5	   0.19	NaN	   0.22	  -0.18	   0.00	0	   15.1	NaN	NaN	   16.4	   0.23	NaN	   0.24	  -0.01	   0.00	0	   19.1	NaN	NaN	   12.0	   1.65	NaN	   1.67	  -0.24	   0.00	0	   12.4	NaN	NaN	   17.6	  -0.00	NaN	   0.05	  -0.42	   0.00	--------	-1	0.00	*
7:1112253	   62.0	0	   19.0	NaN	NaN	   10.1	   1.90	NaN	   2.11	  -0.50	   0.00	0	   16.0	NaN	NaN	   16.4	   0.23	NaN	   0.24	  -0.56	   0.00	0	   20.0	NaN	NaN	   12.0	   1.65	NaN	   1.67	  -0.56	   0.00	0	    7.0	NaN	NaN	   16.6	  -0.01	NaN	   0.00	  -0.43	   0.00	--------	-1	0.00	*
9:299394	   57.0	0	   16.0	NaN	NaN	    9.6	   1.30	NaN	   1.45	  -0.39	   0.00	0	   11.0	NaN	NaN	   13.3	   0.11	NaN	   0.11	  -0.93	   0.00	0	   14.0	NaN	NaN	   10.5	   0.76	NaN	   0.77	  -0.74	   0.00	0	   16.0	NaN	NaN	   19.9	   0.01	NaN	   0.08	  -0.33	   0.00	--------	-1	0.00	*
plasmid-2-micron:1265	 1203.0	0	  232.0	NaN	NaN	  222.2	   0.51	NaN	   0.58	  -0.46	   0.74	0	  294.0	NaN	NaN	  334.3	   0.00	NaN	   0.01	  -0.44	   0.74	0	  215.0	NaN	NaN	  252.4	   0.00	NaN	   0.00	  -0.58	   0.74	0	  462.0	NaN	NaN	  451.5	   0.32	NaN	   0.50	  -0.49	   0.74	--------	-1	0.00	*
plasmid-2-micron:4547	 1154.0	0	  220.0	NaN	NaN	  226.8	   0.14	NaN	   0.17	  -0.53	   0.64	0	  275.0	NaN	NaN	  338.2	  -0.00	NaN	   0.00	  -0.48	   0.64	0	  238.0	NaN	NaN	  260.1	   0.03	NaN	   0.04	  -0.43	   0.64	0	  421.0	NaN	NaN	  462.8	  -0.01	NaN	   0.01	  -0.39	   0.64	--------	-1	0.00	*
