Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
1:131168	  221.0	1	   37.0	NaN	NaN	    9.0	  10.93	NaN	  11.62	  -0.39	   0.19	1	  103.0	NaN	NaN	   11.9	  57.94	NaN	  58.36	  -0.54	   0.19	1	   56.0	NaN	NaN	    9.5	  23.88	NaN	  24.23	  -0.50	   0.19	0	   25.0	NaN	NaN	   17.5	   0.95	NaN	   1.28	  -0.37	   0.19	--------	-1	0.00	*
10:93372	  350.0	1	   51.0	NaN	NaN	   11.5	  16.27	NaN	  17.13	  -0.40	   0.17	1	  145.0	NaN	NaN	   16.1	  83.31	NaN	  83.85	  -0.73	   0.17	1	  128.0	NaN	NaN	   14.1	  73.96	NaN	  74.72	  -0.52	   0.17	0	   26.0	NaN	NaN	   22.9	   0.34	NaN	   0.54	  -0.33	   0.17	--------	-1	0.00	*
10:104433	   76.0	0	   11.0	NaN	NaN	   10.7	   0.26	NaN	   0.29	  -0.42	   0.00	1	   28.0	NaN	NaN	   15.0	   2.75	NaN	   2.78	  -0.55	   0.00	1	   24.0	NaN	NaN	   11.5	   3.05	NaN	   3.09	  -0.94	   0.00	0	   13.0	NaN	NaN	   17.0	   0.00	NaN	   0.06	  -0.35	   0.00	--------	-1	0.00	*
10:112075	  242.0	1	   32.0	NaN	NaN	   11.5	   5.82	NaN	   6.31	  -0.53	   0.17	1	  111.0	NaN	NaN	   15.0	  55.92	NaN	  56.32	  -0.62	   0.17	1	   68.0	NaN	NaN	   11.5	  28.96	NaN	  29.35	  -0.44	   0.17	0	   31.0	NaN	NaN	   18.6	   1.82	NaN	   2.29	  -0.36	   0.17	--------	-1	0.00	*
10:124945	 1024.0	1	  119.2	NaN	NaN	   12.0	  72.84	NaN	  74.44	  -0.62	   0.00	1	  451.3	NaN	NaN	   21.9	 999.00	NaN	 999.00	  -0.69	   0.00	1	  288.3	NaN	NaN	   15.5	 248.85	NaN	 250.18	  -0.71	   0.00	1	  165.2	NaN	NaN	   21.9	  83.33	NaN	  84.94	  -0.58	   0.00	--------	-1	0.00	*
10:124974	  976.6	1	   64.7	NaN	NaN	   12.0	  24.89	NaN	  25.94	  -0.78	   0.00	1	  567.0	NaN	NaN	   21.9	 999.00	NaN	 999.00	  -0.65	   0.00	1	  297.0	NaN	NaN	   15.5	 259.05	NaN	 260.40	  -0.70	   0.00	1	   47.8	NaN	NaN	   21.9	   5.31	NaN	   6.01	  -0.77	   0.00	--------	-1	0.00	*
10:125205	  451.5	1	   28.1	NaN	NaN	   12.4	   4.04	NaN	   4.43	  -0.30	   0.00	1	  282.6	NaN	NaN	   21.2	 205.26	NaN	 206.18	  -0.58	   0.00	1	  110.7	NaN	NaN	   15.2	  55.16	NaN	  55.79	  -0.44	   0.00	0	   30.0	NaN	NaN	   22.6	   0.81	NaN	   1.11	  -0.21	   0.00	--------	-1	0.00	*
10:125696	  147.0	1	   33.0	NaN	NaN	   13.3	   4.95	NaN	   5.39	  -0.43	   0.00	1	   53.0	NaN	NaN	   20.3	   8.88	NaN	   8.98	  -0.34	   0.00	1	   42.0	NaN	NaN	   14.7	   8.22	NaN	   8.36	  -0.50	   0.00	0	   19.0	NaN	NaN	   22.9	   0.02	NaN	   0.09	  -0.35	   0.00	--------	-1	0.00	*
10:131829	  199.0	0	   17.0	NaN	NaN	   10.6	   1.22	NaN	   1.37	  -0.76	   0.00	1	   90.0	NaN	NaN	   15.0	  38.60	NaN	  38.92	  -0.52	   0.00	1	   70.0	NaN	NaN	   11.5	  30.50	NaN	  30.92	  -0.63	   0.00	0	   22.0	NaN	NaN	   17.1	   0.58	NaN	   0.85	  -0.38	   0.00	--------	-1	0.00	*
10:139176	  303.0	1	   46.0	NaN	NaN	   10.0	  15.24	NaN	  16.08	  -0.48	   0.00	1	  113.0	NaN	NaN	   15.0	  57.66	NaN	  58.07	  -0.55	   0.00	1	   91.0	NaN	NaN	   11.5	  48.15	NaN	  48.73	  -0.45	   0.00	1	   53.0	NaN	NaN	   17.0	  10.71	NaN	  11.59	  -0.47	   0.00	--------	-1	0.00	*
