Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
1:125694	  164.0	0	   21.0	NaN	NaN	   27.3	   0.02	NaN	   0.04	  -0.64	   0.00	0	   57.0	NaN	NaN	   62.3	   0.11	NaN	   0.12	  -0.77	   0.00	0	   58.0	NaN	NaN	   64.0	   0.10	NaN	   0.10	  -0.78	   0.00	0	   28.0	NaN	NaN	   46.5	  -0.03	NaN	   0.00	  -0.71	   0.00	--------	-1	0.00	*
10:171338	  191.0	0	   24.0	NaN	NaN	   32.6	   0.01	NaN	   0.02	  -1.03	   0.00	0	   74.0	NaN	NaN	   69.6	   0.50	NaN	   0.50	  -0.82	   0.00	0	   66.0	NaN	NaN	   73.9	   0.07	NaN	   0.08	  -0.70	   0.00	0	   27.0	NaN	NaN	   50.8	  -0.02	NaN	   0.00	  -0.70	   0.00	--------	-1	0.00	*
10:217531	  152.0	0	   13.7	NaN	NaN	   32.6	  -0.00	NaN	   0.00	  -0.62	   0.00	0	   55.3	NaN	NaN	   69.6	   0.02	NaN	   0.02	  -0.94	   0.00	0	   60.1	NaN	NaN	   73.9	   0.02	NaN	   0.02	  -0.95	   0.00	0	   22.9	NaN	NaN	   50.8	  -0.01	NaN	   0.00	  -0.69	   0.00	--------	-1	0.00	*
10:251749	  231.0	0	   26.0	NaN	NaN	   32.6	   0.02	NaN	   0.05	  -0.87	   0.00	0	   88.0	NaN	NaN	   69.6	   1.72	NaN	   1.73	  -0.82	   0.00	0	   90.0	NaN	NaN	   73.9	   1.41	NaN	   1.42	  -0.77	   0.00	0	   27.0	NaN	NaN	   50.8	  -0.02	NaN	   0.00	  -0.67	   0.00	--------	-1	0.00	*
12:449657	  237.9	0	   18.9	NaN	NaN	   36.2	  -0.00	NaN	   0.00	  -0.61	   0.00	0	  104.2	NaN	NaN	  132.6	   0.00	NaN	   0.00	  -0.70	   0.00	0	  104.8	NaN	NaN	  122.3	   0.02	NaN	   0.02	  -0.65	   0.00	0	   10.1	NaN	NaN	   42.7	  -0.00	NaN	   0.00	  -0.28	   0.00	--------	-1	0.00	*
14:336766	  163.0	0	   24.0	NaN	NaN	   28.1	   0.07	NaN	   0.09	  -0.80	   0.00	0	   50.0	NaN	NaN	   62.1	   0.02	NaN	   0.02	  -0.85	   0.00	0	   53.0	NaN	NaN	   64.5	   0.02	NaN	   0.03	  -0.69	   0.00	0	   36.0	NaN	NaN	   47.3	  -0.05	NaN	   0.02	  -0.89	   0.00	--------	-1	0.00	*
14:505109	  223.0	0	   26.0	NaN	NaN	   28.1	   0.14	NaN	   0.17	  -0.62	   0.00	0	   79.0	NaN	NaN	   62.1	   1.65	NaN	   1.67	  -0.94	   0.00	0	   65.0	NaN	NaN	   64.5	   0.30	NaN	   0.31	  -0.82	   0.00	0	   53.0	NaN	NaN	   47.3	   0.49	NaN	   0.65	  -1.00	   0.00	--------	-1	0.00	*
14:559568	  189.0	0	   18.0	NaN	NaN	   28.1	  -0.00	NaN	   0.01	  -0.70	   0.00	0	   60.0	NaN	NaN	   62.1	   0.20	NaN	   0.21	  -0.83	   0.00	0	   80.0	NaN	NaN	   64.5	   1.46	NaN	   1.47	  -0.87	   0.00	0	   31.0	NaN	NaN	   47.3	  -0.04	NaN	   0.00	  -0.71	   0.00	--------	-1	0.00	*
3:225911	  171.0	0	   16.0	NaN	NaN	   19.9	   0.05	NaN	   0.08	  -0.87	   0.00	0	   59.0	NaN	NaN	   46.0	   1.42	NaN	   1.43	  -0.86	   0.00	0	   61.0	NaN	NaN	   47.6	   1.45	NaN	   1.46	  -0.91	   0.00	0	   35.0	NaN	NaN	   33.5	   0.24	NaN	   0.37	  -0.85	   0.00	--------	-1	0.00	*
4:908513	  191.0	0	   29.0	NaN	NaN	   23.2	   0.79	NaN	   0.86	  -0.80	   0.00	0	   62.0	NaN	NaN	   52.7	   0.93	NaN	   0.94	  -1.05	   0.00	0	   58.0	NaN	NaN	   53.8	   0.52	NaN	   0.52	  -1.00	   0.00	0	   42.0	NaN	NaN	   40.5	   0.23	NaN	   0.37	  -0.75	   0.00	--------	-1	0.00	*
