Position	IP	CondAna_Present	CondAna_IP	CondAna_Control	CondAna_Fold	CondAna_Expectd	CondAna_Q_-lg10	CondAna_P_-lg10	CondAna_P_poiss	CondAna_IPvsEMP	CondAna_Noise	CondEth_Present	CondEth_IP	CondEth_Control	CondEth_Fold	CondEth_Expectd	CondEth_Q_-lg10	CondEth_P_-lg10	CondEth_P_poiss	CondEth_IPvsEMP	CondEth_Noise	CondGlu_Present	CondGlu_IP	CondGlu_Control	CondGlu_Fold	CondGlu_Expectd	CondGlu_Q_-lg10	CondGlu_P_-lg10	CondGlu_P_poiss	CondGlu_IPvsEMP	CondGlu_Noise	CondNit_Present	CondNit_IP	CondNit_Control	CondNit_Fold	CondNit_Expectd	CondNit_Q_-lg10	CondNit_P_-lg10	CondNit_P_poiss	CondNit_IPvsEMP	CondNit_Noise	KmerGroup	MotifId	KG_score	Strand
1:60363	 2635.7	1	  504.0	NaN	NaN	   39.1	 999.00	NaN	 999.00	  -0.39	   0.00	1	  788.0	NaN	NaN	   39.7	 999.00	NaN	 999.00	  -0.43	   0.00	1	  729.2	NaN	NaN	   48.0	 999.00	NaN	 999.00	  -0.38	   0.00	1	  614.4	NaN	NaN	   47.7	 999.00	NaN	 999.00	  -0.39	   0.00	--------	-1	0.00	*
1:60467	 4444.1	1	  790.4	NaN	NaN	   39.7	 999.00	NaN	 999.00	  -0.43	   0.00	1	 1321.4	NaN	NaN	   39.6	 999.00	NaN	 999.00	  -0.41	   0.00	1	 1480.0	NaN	NaN	   48.3	 999.00	NaN	 999.00	  -0.39	   0.00	1	  852.3	NaN	NaN	   46.8	 999.00	NaN	 999.00	  -0.41	   0.00	--------	-1	0.00	*
1:60554	 2137.3	1	  339.5	NaN	NaN	   39.4	 188.54	NaN	 189.32	  -0.45	   0.00	1	  654.6	NaN	NaN	   38.0	 999.00	NaN	 999.00	  -0.45	   0.00	1	  815.8	NaN	NaN	   48.3	 999.00	NaN	 999.00	  -0.39	   0.00	1	  327.3	NaN	NaN	   46.1	 158.04	NaN	 158.69	  -0.45	   0.00	--------	-1	0.00	*
10:321087	  619.0	1	   71.9	NaN	NaN	   29.3	  10.52	NaN	  10.66	  -0.43	   0.44	1	   68.8	NaN	NaN	   17.5	  20.02	NaN	  20.08	  -0.39	   0.44	1	  430.3	NaN	NaN	   24.0	 999.00	NaN	 999.00	  -0.35	   0.44	1	   47.9	NaN	NaN	   22.6	   5.50	NaN	   5.64	  -0.29	   0.44	--------	-1	0.00	*
10:321184	  557.0	1	   55.1	NaN	NaN	   30.0	   4.73	NaN	   4.83	  -0.42	   0.44	1	   74.2	NaN	NaN	   17.5	  23.72	NaN	  23.78	  -0.46	   0.44	1	  365.7	NaN	NaN	   24.7	 281.45	NaN	 281.83	  -0.39	   0.44	1	   62.1	NaN	NaN	   22.9	  11.19	NaN	  11.38	  -0.46	   0.44	--------	-1	0.00	*
10:409028	  188.0	0	   41.0	NaN	NaN	   27.5	   1.96	NaN	   2.02	  -0.39	   0.00	1	   96.0	NaN	NaN	   17.5	  38.20	NaN	  38.29	  -0.35	   0.00	1	   44.0	NaN	NaN	   21.8	   4.68	NaN	   4.73	  -0.47	   0.00	0	    7.0	NaN	NaN	   20.7	  -0.03	NaN	   0.00	  -0.87	   0.00	--------	-1	0.00	*
10:445019	  818.7	1	   79.1	NaN	NaN	   34.5	  10.43	NaN	  10.56	  -0.56	   0.17	1	  244.2	NaN	NaN	   32.9	 122.81	NaN	 123.00	  -0.51	   0.17	1	  389.2	NaN	NaN	   35.4	 253.80	NaN	 254.16	  -0.48	   0.17	1	  106.3	NaN	NaN	   39.8	  17.93	NaN	  18.15	  -0.58	   0.17	--------	-1	0.00	*
10:445058	 1226.8	1	  131.9	NaN	NaN	   34.7	  35.54	NaN	  35.83	  -0.65	   0.17	1	  483.8	NaN	NaN	   32.8	 999.00	NaN	 999.00	  -0.52	   0.17	1	  495.6	NaN	NaN	   35.2	 999.00	NaN	 999.00	  -0.52	   0.17	1	  115.4	NaN	NaN	   39.3	  22.40	NaN	  22.67	  -0.62	   0.17	--------	-1	0.00	*
10:445117	 1031.6	1	  139.2	NaN	NaN	   34.8	  40.08	NaN	  40.41	  -0.58	   0.17	1	  265.7	NaN	NaN	   32.9	 141.46	NaN	 141.69	  -0.45	   0.17	1	  507.2	NaN	NaN	   34.7	 999.00	NaN	 999.00	  -0.51	   0.17	1	  119.5	NaN	NaN	   39.1	  24.44	NaN	  24.72	  -0.55	   0.17	--------	-1	0.00	*
10:445153	 1516.3	1	  175.8	NaN	NaN	   34.5	  64.19	NaN	  64.58	  -0.54	   0.17	1	  609.9	NaN	NaN	   32.9	 999.00	NaN	 999.00	  -0.51	   0.17	1	  499.1	NaN	NaN	   34.8	 999.00	NaN	 999.00	  -0.46	   0.17	1	  231.5	NaN	NaN	   39.1	  96.63	NaN	  97.16	  -0.55	   0.17	--------	-1	0.00	*
10:445241	 1035.6	1	  162.9	NaN	NaN	   34.2	  55.69	NaN	  56.05	  -0.57	   0.17	1	  376.4	NaN	NaN	   33.2	 249.67	NaN	 250.06	  -0.51	   0.17	1	  328.9	NaN	NaN	   34.5	 195.58	NaN	 195.89	  -0.47	   0.17	1	  167.4	NaN	NaN	   38.8	  51.84	NaN	  52.27	  -0.48	   0.17	--------	-1	0.00	*
